transcript_name,eps_name,confidence,transcript_filepath,eps_value
China Ming Yang Wind Power Group Ltd.,CHINA MING YANG WIND POWER GROUP,100.0,transcripts_by_company/China_Ming_Yang_Wind_Power_Group_Ltd_2012Q1.txt,1.0
Frontier Oil,FRONTIER CORPORATION,100.0,transcripts_by_company/On_Assignment_2007Q3.txt,0.21
"Pason Systems, Inc",ASD SYSTEMS INC,83.33333333333333,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.16
DDS WIRELESS INTL INC,TELESYSTEM INTL WIRELESS INC,86.66666666666667,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-1.46
Grupo Ferrovial SA,GRUPO AVAL SA,72.0,transcripts_by_company/Saba_2006Q1.txt,0.8
Empire Co Ltd,EMPIRE INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
Edgar Online Inc,EDGAR ONLINE INCORPORATED,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
TICC Capital Corp,TICC CAPITAL CORP,100.0,transcripts_by_company/TICC_Capital_Corp_2016Q3.txt,0.89
Mannatech Incorporated,MANNATECH INC.,100.0,transcripts_by_company/Mannatech_Incorporated_2011Q2.txt,
Retalix,RETALIX LTD,100.0,transcripts_by_company/Retalix_2006Q4.txt,
Advocat Inc,ADVOCAT INC,100.0,transcripts_by_company/Advocat_Inc_2011Q3.txt,
"Hawaiian Telcom Holdco, Inc.",HAWAIIAN TELCOM HOLDCO INC,100.0,transcripts_by_company/Hawaiian_Telcom_Holdco_Inc_2017Q1.txt,0.81
Jack Hartung,JACK CARL,66.66666666666666,transcripts_by_company/Art_Technology_Group_2007Q3.txt,
Transgene,TRANSGENE SA,100.0,transcripts_by_company/Gene_Logic_2005Q3.txt,
QR National Limited,"NATIONAL LAMPOON, INC.",84.21052631578948,transcripts_by_company/Kimball_International_2007Q2.txt,-0.39
QR National,"NATIONAL LAMPOON, INC.",84.21052631578948,transcripts_by_company/Kimball_International_2007Q2.txt,-0.39
Acerinox SA,ACELYRIN INC,75.0,transcripts_by_company/Saba_2006Q1.txt,-0.4
Henan Zhongpin Food Share Co. Ltd.,ZHONGPIN INC,100.0,transcripts_by_company/Henan_Zhongpin_Food_Share_Co_Ltd_2011Q1.txt,1.65
SPECTRASCIENCE,SPECTRASCIENCE INC,100.0,transcripts_by_company/SPECTRASCIENCE_2011Q1.txt,
ShareThis,ARETHUSA,70.58823529411765,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.4
Rainbow Media Holdings LLC,CC MEDIA HOLDINGS INC,90.3225806451613,transcripts_by_company/Rainbow_Media_Holdings_LLC_2011Q1.txt,-5.68
Bill Barrett Corp,BILL BARRETT CORP,100.0,transcripts_by_company/Bill_Barrett_Corp_2015Q3.txt,0.59
Jack In The Box Inc.,BOX INC,100.0,transcripts_by_company/Jack_In_The_Box_Inc_2023Q2.txt,-0.28
Boise Cascade Holdings LLC,BOISE CASCADE CO,100.0,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,0.24
Gulfport Energy Corp,GULFPORT ENERGY CORP,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,1.07
XL Group PLC,DESTINATION XL GROUP INC,100.0,transcripts_by_company/XL_Group_PLC_2016Q3.txt,0.02
The Fresh Market,FRESH MARKET INC,100.0,transcripts_by_company/The_Fresh_Market_2012Q3.txt,0.86
LCH.Clearnet,CLEARANT INC,73.6842105263158,transcripts_by_company/Lear_Corp_2014Q3.txt,-0.14
Association for Financial Markets In Europe,C1 FINANCIAL INC,85.71428571428571,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.21
British Bankers' Association,BANKERS CORP,100.0,transcripts_by_company/Independence_Community_Bank_Corp_2002Q3.txt,0.57
Six Flags,SIX FLAGS ENTERTAINMENT CORP (DE,100.0,transcripts_by_company/Six_Flags_2011Q4.txt,-4.38
Focus Media Holding Limited,FOCUS MEDIA HOLDING LTD,100.0,transcripts_by_company/Focus_Media_Holding_Limited_2012Q1.txt,1.21
Enel Green Power SpA,ENEL SPA,100.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,1.12
ING Real Estate Investment Management Australia,PZENA INVESTMENT MANAGEMENT INC,87.5,transcripts_by_company/ING_Real_Estate_Investment_Management_Australia_2011Q1.txt,0.33
Atlas Energy LP,ATLAS ENERGY INC,100.0,transcripts_by_company/Calpine_2002Q1.txt,0.06
HOMEQ Corporation,AT HOME CORP,66.66666666666666,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.12
Via Science,VISUAL SCIENCES INC,84.61538461538461,transcripts_by_company/Viad_Corporation_2004Q3.txt,0.15
Herman Miller Inc.,HERMAN  MILLER INC,100.0,transcripts_by_company/Herman_Miller_Inc_2011Q3.txt,0.29
Hong Kong Exchanges &amp; Clearing,HONG KONG LAND HOLDINGS,78.26086956521739,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
Lanxess AG,LANE CO,72.72727272727272,transcripts_by_company/ConAgra_Foods_Inc_2006Q3.txt,
Swiss Prime Site AG,SWISS RE AG,76.92307692307692,transcripts_by_company/Swiss_Prime_Site_AG_2014Q3.txt,
Jones Soda Co,JONES SODA CO,100.0,transcripts_by_company/Jones_Soda_Co_2004Q3.txt,
"ZST Digital Networks, Inc.",ZST DIGITAL NETWORKS INC,100.0,transcripts_by_company/ZST_Digital_Networks_Inc_2011Q1.txt,1.9
Trans World Entertainment Corp,TRANS WORLD ENTERTAINMENT,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,
CAMAC Energy Inc,CAMAC ENERGY INC,100.0,transcripts_by_company/CAMAC_Energy_Inc_2011Q1.txt,-1.74
Lancashire Holdings Ltd.,LINCARE HOLDINGS INC,85.71428571428571,transcripts_by_company/Lancashire_Holdings_Ltd_2012Q1.txt,0.49
"ADS Alliance Data Systems, Inc.",ALLIANCE DATA SYSTEMS CORP,100.0,transcripts_by_company/ADS_Alliance_Data_Systems_Inc_2011Q2.txt,5.86
Moduslink Global Solutions Inc,MODUSLINK GLOBAL SOLUTIONS INC,100.0,transcripts_by_company/Moduslink_Global_Solutions_Inc_2012Q1.txt,
Ghabbour GB Auto,LI AUTO INC,72.72727272727272,transcripts_by_company/CSK_Auto_Inc_2005Q3.txt,0.02
EnerCare Inc.,ENER-CORE INC,82.35294117647058,transcripts_by_company/Enercare_Inc_2014Q1.txt,-0.03
Crosstex Energy Services,CROSSTEX ENERGY INC,100.0,transcripts_by_company/Crosstex_Energy_Services_2011Q1.txt,-0.24
Quebecor Inc,QUEBECOR PRTG INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.24
Ironwood Pharmaceuticals Inc.,IRONWOOD PHARMACEUTICALS INC,100.0,transcripts_by_company/Ironwood_Pharmaceuticals_Inc_2016Q2.txt,-0.59
Hercules Technology,HERCULES INC,100.0,transcripts_by_company/Micron_Technology_2007Q2.txt,0.38
"Stream Global Services, Inc.",STREAM GLOBAL SERVICES INC,100.0,transcripts_by_company/Stream_Global_Services_Inc_2012Q2.txt,
IHS,IHS HOLDING LTD,100.0,transcripts_by_company/I_many_Inc_2004Q4.txt,-0.09
CML HealthCare Inc.,CORAM HEALTHCARE CORP,86.66666666666667,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.1
Nutanix,NUTANIX INC,100.0,transcripts_by_company/Avenue_A_Inc_2003Q1.txt,-0.37
SinoTech Energy Ltd.,SINOTECH ENERGY LTD,100.0,transcripts_by_company/Tetra_Tech_2007Q2.txt,0.19
Internet Gold,NBC INTERNET INC,80.0,transcripts_by_company/Old_Republic_International_2007Q2.txt,-3.1
"Hudson Technologies, Inc.","HUDSON TECHNOLOGIES, INC.",100.0,transcripts_by_company/Hudson_Technologies_Inc_CurrentQ4.txt,0.03
"Comerica, Inc",COMERICA INC MI,100.0,transcripts_by_company/Comerica_Inc_2011Q1.txt,0.57
Metabolix Inc,METABOLIX INC,100.0,transcripts_by_company/Metabolix_Inc_2011Q1.txt,-1.45
KKR &amp; Co. L.P.,KKR & CO GUERNSEY L.P,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.61
Home Retail Group plc,HOME GROUP INC,100.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.83
Zebra Technologies Corp,ZEBRA TECHNOLOGIES CORP,100.0,transcripts_by_company/Zebra_Technologies_Corp_2013Q4.txt,0.64
Seitel Inc,SEITEL INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.08
Federal Signal Corp,FEDERAL CO,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,
hiSoft Technology International Ltd.,HISOFT TECHNOLOGY INTERNATIONAL,100.0,transcripts_by_company/hiSoft_Technology_International_Ltd_2011Q1.txt,0.7
Zalicus Inc.,ZALICUS INC,100.0,transcripts_by_company/Zalicus_Inc_2013Q3.txt,-0.42
Access Pharmaceuticals Inc.,ACCESS PHARMACEUTICALS INCORPORA,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-1.38
"Unigene Laboratories, Inc",UNIGENE LABORATORIES INC.,100.0,transcripts_by_company/Unigene_Laboratories_Inc_2011Q1.txt,
Cosan SA Industria e Comercio,COSAN LIMITED,100.0,transcripts_by_company/Cosan_SA_Industria_e_Comercio_2016Q3.txt,1.01
Neutral Tandem Inc,NEUTRAL TANDEM INC,100.0,transcripts_by_company/Neutral_Tandem_Inc_2013Q1.txt,0.97
Evolving Systems Inc,EVOLVING SYSTEMS INC.,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.13
Raizen,ROADZEN INC,76.92307692307692,transcripts_by_company/Avenue_A_Inc_2003Q1.txt,-0.71
MDC Partners Inc,MDC CORPORATION,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.35
Walter Investment Corp,WALTER INVESTMENT MANAGEMENT COR,100.0,transcripts_by_company/Walter_Investment_Corp_2011Q1.txt,1.38
Visteon Corp,VISTEON AUTOMOTIVE,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,
BioExx Specialty Proteins Ltd.,SPECIALTY CARE,78.26086956521739,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.09
Sony Ericsson,SONY CORP,100.0,transcripts_by_company/Sony_Ericsson_2012Q1.txt,-3.12
Nordion Inc,NORDION INC,100.0,transcripts_by_company/Nordion_Inc_2013Q2.txt,0.09
"Marina Biotech, Inc.",MARINA BIOTECH INC,100.0,transcripts_by_company/Marina_Biotech_Inc_2011Q2.txt,-1.58
Whitestone REIT,WHITESTONE REIT,100.0,transcripts_by_company/Whitestone_REIT_2022Q2.txt,0.27
Air Methods Corp,AIR METHODS CORP,100.0,transcripts_by_company/Air_Methods_Corp_2015Q1.txt,3.5
"DIRECTV Group, Inc.",DIRECTV GROUP INC.,100.0,transcripts_by_company/DIRECTV_Group_Inc_2006Q3.txt,0.37
NYB,ANB CORPORATION,66.66666666666666,transcripts_by_company/Steak_N_Shake_Company_2005Q4.txt,0.43
Summer Infant Inc,SUMMER INFANT INC,100.0,transcripts_by_company/Summer_Infant_Inc_2013Q1.txt,0.47
Miller Industries Inc,MILLER INDUSTRIES INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.05
Wave Systems Corp,WAVE SYSTEMS CORPORATION,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.13
Asure Software Incorporated,ASURE SOFTWARE INC,100.0,transcripts_by_company/Asure_Software_Incorporated_2011Q1.txt,
American States Water Co,AMERICAN STATES WATER CO,100.0,transcripts_by_company/American_States_Water_Co_2013Q4.txt,2.02
China GrenTech Corp. Ltd.,CHINA GRENTECH CORP LTD,100.0,transcripts_by_company/China_GrenTech_Corp_Ltd_2011Q1.txt,0.03
Syswin Inc.,SYSWIN INC,100.0,transcripts_by_company/SYSWIN_Inc_2012Q3.txt,0.78
Macy's,MACY'S INC,100.0,transcripts_by_company/Macys_2011Q1.txt,2.09
"Buckle, Inc.",BUCKLE INC,100.0,transcripts_by_company/Buckle_Inc_2011Q1.txt,2.86
Majesco Entertainment Co,MAJESCO ENTERTAINMENT CO,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.34
Betfair Group Plc London,CS GROUP INC,76.92307692307692,transcripts_by_company/Betfair_Group_Plc_London_2011Q2.txt,0.03
Oncothyreon Inc,ONCOTHYREON INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.14
AFC Enterprises Inc.,AFC ENTERPRISES,100.0,transcripts_by_company/AFC_Enterprises_Inc_2013Q3.txt,0.86
Inditex SA,INDITEX SA,100.0,transcripts_by_company/Inditex_SA_2013Q3.txt,
Performance Technologies Inc,PERFORMANCE TECHNOLOGIES INC,100.0,transcripts_by_company/Performance_Technologies_Inc_2012Q2.txt,
Cantel Medical Corp,CANTEL MEDICAL CORP,100.0,transcripts_by_company/Cantel_Medical_Corp_2017Q2.txt,0.33
Commercial Metals Co.,COMMERCIAL METALS CO,100.0,transcripts_by_company/Commercial_Metals_Co_2007Q2.txt,-0.4
OXiGENE,OXIGENE INC,100.0,transcripts_by_company/OXiGENE_2011Q1.txt,-5.96
Gaiam Inc,GAIAM INC,100.0,transcripts_by_company/Gaiam_Inc_2004Q4.txt,0.18
Information Services Group,ABR INFORMATION SERVICES INC,100.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.19
Park Ohio Holding Corp,PARK OHIO HOLDINGS CORP,97.14285714285714,transcripts_by_company/Park_Ohio_Holding_Corp_2011Q1.txt,1.14
Genesis Land Development Corp.,HENDERSON LAND DEVELOPMENT,84.0,transcripts_by_company/Genesis_Land_Development_Corp_2011Q1.txt,
"Cincinnati Bell, Inc.",CINCINNATI BELL INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.22
Spectrum Pharmaceuticals Incorporated,SPECTRUM PHARMACEUTICALS INC,100.0,transcripts_by_company/Spectrum_Pharmaceuticals_Incorporated_2011Q1.txt,-0.99
AAR CORP.,AAR CORP,100.0,transcripts_by_company/AAR_CORP_2013Q3.txt,0.45
Hooper Holmes Inc,HOOPER HOLMES,100.0,transcripts_by_company/Hooper_Holmes_Inc_2016Q2.txt,0.02
"OncoGenex Pharmaceuticals, Inc.",ONCOGENEX PHARMACEUTICAL INC,97.95918367346938,transcripts_by_company/OncoGenex_Pharmaceuticals_Inc_2016Q3.txt,-1.79
The Churchill Corporation,CHURCHILL DOWNS INC,100.0,transcripts_by_company/The_Churchill_Corporation_2013Q1.txt,1.19
"The LGL Group, Inc.",LGL GROUP INC,100.0,transcripts_by_company/The_LGL_Group_Inc_2022Q1.txt,4.19
DS Smith Plc,SMITH LABS INC,77.77777777777777,transcripts_by_company/ConAgra_Foods_Inc_2006Q3.txt,
American Vanguard Corp.,AMERICAN VANGUARD CORP,100.0,transcripts_by_company/American_Vanguard_Corp_2006Q3.txt,0.4
Actuant Corp,ACTUANT CORPORATION,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,0.1
Northern Property Real Estate Income Trust,NORTHERN TRUST CORP,100.0,transcripts_by_company/Northern_Property_Real_Estate_Income_Trust_2011Q1.txt,0.59
"Brookfield Real Estate Services, Inc.",WASH REAL ESTATE,81.48148148148148,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.6
Perma-Fix Environmental Services Inc.,PERMA-FIX ENVIRONMENTAL SERVICES,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.58
SL Green Realty Corporation,SL GREEN REALTY CORP,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.11
Ultrapetrol (Bahamas),ULTRAPETROL BAHAMAS LTD,100.0,transcripts_by_company/Ultrapetrol_Bahamas_2011Q1.txt,-0.1
Black Diamond Inc,BLACK DIAMOND INC,100.0,transcripts_by_company/Black_Diamond_Inc_2014Q4.txt,0.2
Alliance Laundry Systems,ALLIANCE DATA SYSTEMS CORP,86.48648648648648,transcripts_by_company/Alliance_Laundry_Systems_2005Q3.txt,2.03
ChinaEdu Corp,CHINAEDU CORP,100.0,transcripts_by_company/ChinaEdu_Corp_2013Q3.txt,0.34
William Demant Holdings A/S,NU HOLDINGS LTD,84.21052631578948,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,0.002
Parcours,ARCOSA INC,71.42857142857143,transcripts_by_company/Journal_Register_Co_2002Q2.txt,1.82
Bourbon,BOURBON SA,100.0,transcripts_by_company/On_Assignment_2007Q3.txt,
Neurosearch A/S,ACM RESEARCH INC,69.23076923076923,transcripts_by_company/Arch_Chemicals_Inc_2007Q3.txt,0.19
Kennedy-Wilson Inc.,KENNEDY-WILSON HOLDINGS INC,100.0,transcripts_by_company/Kennedy-Wilson_Inc_2011Q1.txt,0.36
Liquor Stores N.A.,GAP STORES,75.0,transcripts_by_company/Liquor_Stores_NA_2011Q3.txt,-0.13
Global Power Equipment Group Inc.,GLOBAL POWER EQUIPMENT GROUP,100.0,transcripts_by_company/Global_Power_Equipment_Group_Inc_2004Q2.txt,
"GlobalSCAPE, Inc.",GLOBALSCAPE INC,100.0,transcripts_by_company/GlobalSCAPE_Inc_2017Q2.txt,0.05
GENIVAR Inc,ENVIVA INC,76.92307692307692,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.6807
"GUESS, Inc.",GUESS ?,100.0,transcripts_by_company/GUESS_Inc_2011Q1.txt,3.16
Sirius XM Radio Inc.,SIRIUS XM RADIO INC,100.0,transcripts_by_company/Sirius_XM_RAdio_Inc_2013Q3.txt,0.01
Iliad S.A.,DIGIRAD CORP,66.66666666666666,transcripts_by_company/Iliad_SA_2016Q1.txt,
Rolls-Royce Group plc,ROLLS-ROYCE GROUP PLC,100.0,transcripts_by_company/Rolls-Royce_Group_plc_2007Q1.txt,2.95
Pernod Ricard Europe,UGC EUROPE INC.,75.0,transcripts_by_company/Avenue_A_Inc_2003Q1.txt,
ProPhotonix,PROPHOTONIX LTD,100.0,transcripts_by_company/ProPhotonix_2011Q1.txt,
Titan Cement Company SA,TITAN CORP,100.0,transcripts_by_company/WD-40_Company_2007Q3.txt,0.25
TITAN Cement Company S.A.,TITAN CORP,100.0,transcripts_by_company/WD-40_Company_2007Q3.txt,0.25
TITAN Cement Company SA,TITAN CORP,100.0,transcripts_by_company/WD-40_Company_2007Q3.txt,0.25
Axis-Shield PLC,AXESSTEL INC,63.1578947368421,transcripts_by_company/Axis-Shield_PLC_2011Q1.txt,
Wolseley Plc,HOLLEY INC,71.42857142857143,transcripts_by_company/Wolseley_Plc_2012Q4.txt,0.12
B/E Aerospace Inc,BE AEROSPACE INC,100.0,transcripts_by_company/BE_Aerospace_Inc_2014Q3.txt,0.49
Apricus Biosciences Inc,APRICUS BIOSCIENCES INC,100.0,transcripts_by_company/Apricus_Biosciences_Inc_2016Q1.txt,-2.49
Loral Space &amp; Communications Inc.,LORAL CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,2.87
International Business Machines Corporation,INTERNATIONAL BUSINESS MACHINES,100.0,transcripts_by_company/International_Business_Machines_Corporation_2019Q3.txt,2.41
"Acorn Energy, Inc.",ACORN ENERGY INC,100.0,transcripts_by_company/Acorn_Energy_Inc_2018Q1.txt,-0.43
New Flyer Industries Inc,IE INDUSTRIES,86.95652173913044,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.09
Acco Brands Corporation,ACCO BRANDS CORP,100.0,transcripts_by_company/Acco_Brands_Corporation_2011Q1.txt,-0.04
K-Bro Linen Inc.,BOLIDEN AB,66.66666666666666,transcripts_by_company/K-Bro_Linen_Inc_2018Q3.txt,
Transmontaigne Partners LP,TRANSMONTAIGNE INC,100.0,transcripts_by_company/Calpine_2002Q1.txt,0.5
Gem Diamonds Ltd,MOUNTAIN PROVINCE DIAMONDS INC,80.0,transcripts_by_company/Gem_Diamonds_Ltd_2011Q3.txt,
Legal &amp; General Group PLC,LEGAL  GENERAL GROUP PLC,100.0,transcripts_by_company/Legal_and_General_Group_PLC_2011Q1.txt,
Exceed Co Ltd,EXCEED CO LTD,100.0,transcripts_by_company/Exceed_Co_Ltd_2011Q4.txt,1.61
"OXIS International, Inc.",OXIS INTERNATIONAL INC,100.0,transcripts_by_company/OXIS_International_Inc_2011Q1.txt,
"Sprott, Inc.","SPR, INC.",66.66666666666666,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.02
Ameriprise Financial Inc,AMERIPRISE FINANCIAL INC,100.0,transcripts_by_company/Ameriprise_Financial_Inc_2011Q4.txt,1.35
Cooper Standard Automotive Inc,STANDARD AUTOMOTIVE CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,1.65
GP Strategies Corp,GP STRATEGIES CORP,100.0,transcripts_by_company/GP_Strategies_Corp_2006Q2.txt,0.64
MAN Latin America,AMERICA ONLINE LATIN AMERICA INC,86.66666666666667,transcripts_by_company/Humana_2007Q3.txt,-0.54
"Vera Bradley, Inc.",VERA BRADLEY INC,100.0,transcripts_by_company/Vera_Bradley_Inc_2023Q3.txt,1.2
McCoy Corporation,MCCOY GLOBAL INC,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,0.15
Blonder Tongue Laboratories Inc,"BLONDER TONGUE LABORATORIES, INC",100.0,transcripts_by_company/Blonder_Tongue_Laboratories_Inc_2012Q2.txt,
MedQuist Holdings,MEDQUIST HOLDINGS INC,100.0,transcripts_by_company/MedQuist_Holdings_2011Q1.txt,0.31
Complete Genomics,COMPLETE GENOMICS INC,100.0,transcripts_by_company/Complete_Genomics_2011Q2.txt,-0.48
SeaCube Container Leasing Ltd.,SEACUBE CONTAINER LEASING LTD,100.0,transcripts_by_company/SeaCube_Container_Leasing_Ltd_2012Q4.txt,2.05
TransAtlantic Petroleum Limited,TRANSATLANTIC PETROLEUM CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.05
The Goodyear Tire &amp; Rubber Co.,GOODYEAR TIRE  RUBBER CO,100.0,transcripts_by_company/The_Goodyear_Tire_and_Rubber_Co_2011Q1.txt,0.51
GSI Group Inc,GSI GROUP INC,100.0,transcripts_by_company/GSI_Group_Inc_2013Q1.txt,0.19
Endeavor International Corporation,ENDEAVOR INTERNATIONAL CORP,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.49
Oasis Petroleum Inc.,OASIS PETROLEUM INC,100.0,transcripts_by_company/Oasis_Petroleum_Inc_2018Q1.txt,-0.07
SM Energy Co,SM ENERGY CO,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.42
Evolution Petroleum Corp.,EVOLUTION PETROLEUM CORP,100.0,transcripts_by_company/Evolution_Petroleum_Corp_2012Q2.txt,0.01
W&amp;T Offshore Incorporated,W&T OFFSHORE INC,100.0,transcripts_by_company/WandT_Offshore_Incorporated_2011Q2.txt,0.43
Fushi Copperweld Inc.,COPPERWELD,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
Fortum Corporation President,THE NEWS CORPORATION LIMITED,81.48148148148148,transcripts_by_company/Meredith_Corporation_2007Q2.txt,0.21
Centamin Egypt Ltd.,CENT MAINE PWR,64.28571428571428,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.02
Next plc,GENERATION NEXT FRANCHISE BRANDS,100.0,transcripts_by_company/Next_Plc_2018Q1.txt,
NuPathe Inc.,NUPATHE INC,100.0,transcripts_by_company/NuPathe_Inc_2013Q3.txt,-4.39
Rizzoli Corriere Della Sera Mediagroup SpA,ENEL SPA,54.54545454545455,transcripts_by_company/Rizzoli_Corriere_Della_Sera_Mediagroup_SpA_2011Q1.txt,1.12
Premier Oil PLC,PREMIER CSD OIL,100.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,
Cytomedix Inc.,CYTOMEDIX INC,100.0,transcripts_by_company/Cytomedix_Inc_2011Q1.txt,-0.23
UniCredit SpA,UNICREDIT SPA,100.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,
Brisa Auto-Estradas de Portugal SA,EDP - ENERGIA DE PORTUGAL SA,67.85714285714286,transcripts_by_company/Brisa_Auto-Estradas_de_Portugal_SA_2011Q2.txt,3.97
P&amp;F Industries Inc.,P&F INDUSTRIES,100.0,transcripts_by_company/PandF_Industries_Inc_2011Q4.txt,
Martinrea International Inc,LJ INTERNATIONAL INC,89.65517241379311,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.49
Franco-Nevada,FRANCO-NEVADA CORP,100.0,transcripts_by_company/Journal_Register_Co_2002Q2.txt,1.08
Franco-Nevada Corp.,FRANCO-NEVADA CORP,100.0,transcripts_by_company/Franco-Nevada_Corp_2012Q4.txt,1.08
Ferrellgas Partners L.P.,FERRELLGAS PARTNERS LP,100.0,transcripts_by_company/Ferrellgas_Partners_LP_2011Q1.txt,0.31
"Walker &amp; Dunlop, Inc.",WALKER & DUNLOP INC,100.0,transcripts_by_company/Walker_and_Dunlop_Inc_2022Q2.txt,0.55
China Eastern Airlines Corp Ltd,CHINA EASTERN AIRLINES CORP LTD,100.0,transcripts_by_company/China_Eastern_Airlines_Corp_Ltd_2011Q1.txt,0.44
China Finance Online Co Ltd,CHINA FINANCE ONLINE CO LTD,100.0,transcripts_by_company/China_Finance_Online_Co_Ltd_2016Q4.txt,0.09
Cogeco Inc.,COGECO INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
NTN Buzztime Inc,NTN BUZZTIME INC,100.0,transcripts_by_company/NTN_Buzztime_Inc_2012Q3.txt,
