CUSIP,fiscal_year,quarter,actual_eps,forecast_eps,cusip,eps_name,transcript_name,confidence_level,filepath,transcript_date,eps_date,eps_value,eps_date_from_mapping,confidence_level_from_mapping
12415510,2023.0,1.0,-0.17,-0.21,12415510,BUTTERFLY NETWORK INC,"Butterfly Network, Inc.",high,transcripts_by_company/Butterfly_Network_Inc_2023Q1.txt,2023-02-28,2023-02-28,-0.84,2023-02-28,high
04312710,2004.0,2.0,0.08,0.03,04312710,ARTESYN TECHNOLOGIES INC,Artesyn Technologies Inc,high,transcripts_by_company/Artesyn_Technologies_Inc_2004Q2.txt,2004-04-20,2004-04-20,0.05,2004-04-20,high
P3107610,2007.0,1.0,1.12,0.78,P3107610,COPA HOLDINGS SA,COPA HOLDINGS SA,high,transcripts_by_company/COPA_HOLDINGS_SA_2007Q1.txt,2007-03-07,2007-03-07,3.11,2007-03-07,high
38937510,2020.0,3.0,1.14,0.65,38937510,GRAY TELEVISION INC,"Gray Television, Inc.",high,transcripts_by_company/Gray_Television_Inc_2020Q3.txt,2020-08-06,2020-08-06,-0.02,2020-08-06,high
45110710,2023.0,3.0,2.07,1.99,45110710,IDACORP INC.,"IDACORP, Inc.",high,transcripts_by_company/IDACORP_Inc_2023Q3.txt,2023-08-03,2023-08-03,1.35,2023-08-03,high
89464810,2018.0,1.0,0.09,0.18,89464810,TRECORA RESOURCES,Trecora Resources,high,transcripts_by_company/Trecora_Resources_2018Q1.txt,2018-03-08,2018-03-07,0.31,2018-03-07,high
90341710,2008.0,2.0,-0.14,-0.15,90341710,U.S. SHIPPING PARTNERS LP,U.S. Shipping Partners LP,high,transcripts_by_company/US_Shipping_Partners_LP_2008Q2.txt,2008-05-13,2008-05-12,-0.31,2008-05-12,high
25339310,2007.0,3.0,0.83,0.58,25339310,DICK'S SPORTING GOODS INC,"Dick's Sporting Goods, Inc.",high,transcripts_by_company/Dicks_Sporting_Goods_Inc_2007Q3.txt,2007-08-21,2007-08-21,0.83,2007-08-21,high
09061G10,2005.0,3.0,-0.21,-0.3,09061G10,BIOMARIN PHARMACEUTICAL INC,BioMarin,high,transcripts_by_company/BioMarin_2005Q3.txt,2005-07-05,2005-08-01,-0.33,2005-08-01,high
82655210,2003.0,1.0,0.68,0.64,82655210,SIGMA-ALDRICH CORP,Sigma-Aldrich Corporation,high,transcripts_by_company/Sigma-Aldrich_Corporation_2003Q1.txt,2003-03-04,2003-04-22,0.68,2003-04-22,high
67018T10,2013.0,4.0,2.02,1.5,67018T10,NU SKIN ENTERPRISES INC,"Nu Skin Enterprises, Inc.",high,transcripts_by_company/Nu_Skin_Enterprises_Inc_2013Q4.txt,2013-10-22,2013-10-22,1.8,2013-10-22,high
89834920,2023.0,1.0,0.93,0.9,89834920,TRUSTCO BANK CORP NY,TrustCo Bank Corp NY,high,transcripts_by_company/TrustCo_Bank_Corp_NY_2023Q1.txt,2023-01-24,2023-01-23,3.93,2023-01-23,high
90470810,2021.0,1.0,1.71,1.81,90470810,UNIFIRST CORP,UniFirst Corporation,high,transcripts_by_company/UniFirst_Corporation_2021Q1.txt,2021-01-12,2021-01-06,2.2,2021-01-06,high
00912830,2010.0,3.0,1.48,1.03,00912830,AIR METHODS CORP,Air Methods,high,transcripts_by_company/Air_Methods_2010Q3.txt,2010-08-05,2010-08-05,1.02,2010-08-05,high
12709710,2023.0,2.0,0.39,0.62,12709710,COTERRA ENERGY INC,Coterra Energy Inc.,high,transcripts_by_company/Coterra_Energy_Inc_2023Q2.txt,2023-05-05,2023-05-04,0.87,2023-05-04,high
M8215W10,2010.0,3.0,,,M8215W10,RETALIX LTD,Retalix Ltd.,high,transcripts_by_company/Retalix_Ltd_2010Q3.txt,2010-08-11,2010-08-11,,2010-08-11,high
46981410,2009.0,3.0,0.63,0.89,46981410,JACOBS ENGINEERING GROUP INC,Jacobs Engineering Group Inc.,high,transcripts_by_company/Jacobs_Engineering_Group_Inc_2009Q3.txt,2009-07-28,2009-07-27,0.76,2009-07-27,high
30744W10,2021.0,1.0,-0.22,-0.29,30744W10,FARFETCH LTD,Farfetch Limited,high,transcripts_by_company/Farfetch_Limited_2021Q1.txt,2021-02-25,2021-02-25,-9.75,2021-02-25,high
75023610,2013.0,1.0,-0.06,-0.14,75023610,RADIAN GROUP INC,"Radian Group, Inc.",high,transcripts_by_company/Radian_Group_Inc_2013Q1.txt,2013-02-11,2013-02-11,-3.41,2013-02-11,high
G3435Y10,2013.0,1.0,,,G3435Y10,FERREXPO PLC,Ferrexpo PLC,high,transcripts_by_company/Ferrexpo_PLC_2013Q1.txt,2013-03-13,2013-03-13,,2013-03-13,high
26000310,2021.0,2.0,2.06,1.47,26000310,DOVER CORP,Dover Corporation,high,transcripts_by_company/Dover_Corporation_2021Q2.txt,2021-04-20,2021-04-20,1.81,2021-04-20,high
29371210,2019.0,4.0,1.09,1.11,29371210,ENTERPRISE FINANCIAL SERVICES CO,Enterprise Financial Services Corp,high,transcripts_by_company/Enterprise_Financial_Services_Corp_2019Q4.txt,2019-10-22,2019-10-21,1.09,2019-10-21,high
0977512X,2009.0,3.0,0.11,0.17,0977512X,BOMBARDIER INC,"Bombardier, Inc.",high,transcripts_by_company/Bombardier_Inc_2009Q3.txt,2009-09-02,2009-09-02,0.11,2009-09-02,high
22966910,2018.0,1.0,-0.07,0.37,22966910,CUBIC CORP,Cubic Corporation,high,transcripts_by_company/Cubic_Corporation_2018Q1.txt,2018-02-06,2018-02-06,-0.34,2018-02-06,high
30214U10,2013.0,2.0,0.77,0.77,30214U10,EXPONENT INC,"Exponent, Inc.",high,transcripts_by_company/Exponent_Inc_2013Q2.txt,2013-04-17,2013-04-17,0.56,2013-04-17,high
7819036X,2008.0,4.0,0.4,,7819036X,RUSSEL METALS INC,Russel Metals Inc.,high,transcripts_by_company/Russel_Metals_Inc_2008Q4.txt,2008-11-07,2008-11-06,1.38,2008-11-06,high
29442910,2004.0,1.0,0.38,0.34,29442910,EQUIFAX INC,Equifax Inc.,high,transcripts_by_company/Equifax_Inc_2004Q1.txt,2004-01-22,2004-01-22,1.48,2004-01-22,high
25253X20,2023.0,2.0,-0.16,-0.22,25253X20,DIAMEDICA THERAPEUTICS INC,DiaMedica Therapeutics Inc.,high,transcripts_by_company/DiaMedica_Therapeutics_Inc_2023Q2.txt,2023-05-16,2023-05-15,-0.2,2023-05-15,high
7063271X,2016.0,2.0,0.25,0.31,7063271X,PEMBINA PIPELINE CORP,Pembina Pipeline Corporation,high,transcripts_by_company/Pembina_Pipeline_Corporation_2016Q2.txt,2016-04-11,2016-05-05,0.23,2016-05-05,high
7063271X,2012.0,3.0,,,7063271X,PEMBINA PIPELINE CORP,Pembina Pipeline Income Fund,high,transcripts_by_company/Pembina_Pipeline_Income_Fund_2012Q3.txt,2012-08-10,2012-08-09,,2012-08-09,high
85837510,2006.0,3.0,0.19,0.3,85837510,STEIN MART INC,"Stein Mart, Inc.",high,transcripts_by_company/Stein_Mart_Inc_2006Q3.txt,2006-08-17,2006-08-17,0.19,2006-08-17,high
07367710,2011.0,1.0,,-0.02,07367710,BEACON POWER CORPORATION,Beacon Power Corporation,high,transcripts_by_company/Beacon_Power_Corporation_2011Q1.txt,2011-03-16,2011-03-16,-1.19,2011-03-16,high
04014910,2005.0,4.0,0.27,0.29,04014910,ARGON ST INC,"Argon ST, Inc.",high,transcripts_by_company/Argon_ST_Inc_2005Q4.txt,2005-12-14,2005-12-14,1.05,2005-12-14,high
83303410,2019.0,2.0,3.22,3.29,83303410,SNAP-ON INC,Snap-on Incorporated,high,transcripts_by_company/Snap-on_Incorporated_2019Q2.txt,2019-04-25,2019-04-18,3.01,2019-04-18,high
09857L10,2019.0,4.0,23.3,23.01,09857L10,BOOKING HOLDINGS INC,Booking Holdings Inc.,high,transcripts_by_company/Booking_Holdings_Inc_2019Q4.txt,2019-11-07,2019-11-07,45.36,2019-11-07,high
68162K10,2009.0,1.0,-2.34,0.99,68162K10,"OLYMPIC STEEL, INC.",Olympic Steel,high,transcripts_by_company/Olympic_Steel_2009Q1.txt,2009-02-12,2009-02-12,6.21,2009-02-12,high
88688510,2022.0,4.0,0.17,0.33,88688510,TILLY'S INC,"Tilly's, Inc.",high,transcripts_by_company/Tillys_Inc_2022Q4.txt,2022-12-01,2022-12-01,0.17,2022-12-01,high
66807430,2019.0,2.0,0.5,0.63,66807430,NORTHWESTERN CORP,NorthWestern Corporation,high,transcripts_by_company/NorthWestern_Corporation_2019Q2.txt,2019-04-24,2019-04-23,1.23,2019-04-23,high
86887310,2002.0,4.0,0.12,0.14,86887310,SURMODICS INC,SurModics,high,transcripts_by_company/SurModics_2002Q4.txt,2002-10-24,2002-10-24,0.44,2002-10-24,high
24823Q10,2013.0,4.0,-0.58,-0.32,24823Q10,DENDREON CORP,Dendreon Corp,high,transcripts_by_company/Dendreon_Corp_2013Q4.txt,2013-11-12,2013-11-12,-0.44,2013-11-12,high
00922R10,2012.0,1.0,0.1,0.17,00922R10,AIR TRANSPORT SERVICES GROUP INC,"Air Transport Services Group, Inc.",high,transcripts_by_company/Air_Transport_Services_Group_Inc_2012Q1.txt,2012-02-16,2012-03-05,0.72,2012-03-05,high
62857M10,2020.0,3.0,-1.6,-1.48,62857M10,MYOKARDIA INC,"MyoKardia, Inc.",high,transcripts_by_company/MyoKardia_Inc_2020Q3.txt,2020-08-04,2020-08-04,-1.27,2020-08-04,high
97650W10,2023.0,3.0,2.53,2.75,97650W10,WINTRUST FINANCIAL CORP,Wintrust Financial Corporation,high,transcripts_by_company/Wintrust_Financial_Corporation_2023Q3.txt,2023-07-20,2023-07-19,2.38,2023-07-19,high
20444810,2014.0,3.0,0.31,0.24,20444810,BUENAVENTURA,Compania de Minas Buenaventura SAA,high,transcripts_by_company/Compania_de_Minas_Buenaventura_SAA_2014Q3.txt,2014-07-31,2014-07-30,0.09,2014-07-30,high
87162W10,2013.0,4.0,1.2,1.21,87162W10,SYNNEX CORP,SYNNEX Corporation,high,transcripts_by_company/SYNNEX_Corporation_2013Q4.txt,2013-12-09,2014-01-09,4.19,2014-01-09,high
88034910,2013.0,3.0,0.99,0.98,88034910,TENNECO AUTOMOTIVE INC,Tenneco Inc.,high,transcripts_by_company/Tenneco_Inc_2013Q3.txt,2013-07-29,2013-07-29,1.1,2013-07-29,high
48245L10,2005.0,4.0,-0.17,0.01,48245L10,KFX INC,KFx,high,transcripts_by_company/KFx_2005Q4.txt,2005-11-08,2005-11-07,-0.07,2005-11-07,high
46626D10,2007.0,4.0,2.92,37.17,46626D10,MMC NORILSK NICKEL,JSC MMC Norilsk Nickel,high,transcripts_by_company/JSC_MMC_Norilsk_Nickel_2007Q4.txt,2007-10-05,2007-11-15,,2007-11-15,high
42704L10,2022.0,4.0,3.44,3.62,42704L10,HERC HOLDINGS INC,Herc Holdings Inc.,high,transcripts_by_company/Herc_Holdings_Inc_2022Q4.txt,2022-10-20,2022-10-20,3.42,2022-10-20,high
33938T10,2020.0,4.0,0.0,0.04,33938T10,FLEXIBLE SOLUTIONS INTERNATIONAL,Flexible Solutions International Inc.,high,transcripts_by_company/Flexible_Solutions_International_Inc_2020Q4.txt,2020-11-16,2020-11-13,0.05,2020-11-13,high
75025X10,2017.0,2.0,0.07,0.04,75025X10,RADIANT LOGISTICS INC,"Radiant Logistics, Inc.",high,transcripts_by_company/Radiant_Logistics_Inc_2017Q2.txt,2017-05-10,2017-05-10,0.07,2017-05-10,high
90225210,2005.0,1.0,0.01,0.07,90225210,TYLER TECHNOLOGIES INC,Tyler Technologies,high,transcripts_by_company/Tyler_Technologies_2005Q1.txt,2005-03-10,2005-03-09,0.24,2005-03-09,high
39525910,2012.0,1.0,0.53,0.48,39525910,GREENHILL & CO INC,"Greenhill &amp; Co., Inc.",high,transcripts_by_company/Greenhill_and_Co_Inc_2012Q1.txt,2012-01-25,2012-01-25,1.58,2012-01-25,high
41068X10,2018.0,1.0,0.27,0.36,41068X10,HANNON ARMSTRONG SUSTAINABLE INF,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",high,transcripts_by_company/Hannon_Armstrong_Sustainable_Infrastructure_Capital_Inc_2018Q1.txt,2018-02-21,2018-02-21,1.27,2018-02-21,high
76131N10,2016.0,1.0,0.08,0.06,76131N10,RETAIL OPPORTUNITY INVESTMENTS C,Retail Opportunity Investments Corporation,high,transcripts_by_company/Retail_Opportunity_Investments_Corporation_2016Q1.txt,2016-02-24,2016-02-23,0.25,2016-02-23,high
71948P10,2021.0,1.0,-0.18,-0.07,71948P10,PHUNWARE INC,"Phunware, Inc.",high,transcripts_by_company/Phunware_Inc_2021Q1.txt,2021-03-25,2021-03-25,-0.42,2021-03-25,high
40169210,2012.0,2.0,0.05,0.04,40169210,GUIDANCE SOFTWARE INC,"Guidance Software, Inc.",high,transcripts_by_company/Guidance_Software_Inc_2012Q2.txt,2012-05-03,2012-05-03,0.02,2012-05-03,high
74432010,2016.0,3.0,2.66,2.5,74432010,PRUDENTIAL FINANCIAL INC,"Prudential Financial, Inc.",high,transcripts_by_company/Prudential_Financial_Inc_2016Q3.txt,2016-09-14,2016-11-02,2.66,2016-11-02,high
92916010,2016.0,2.0,0.9,1.04,92916010,VULCAN MATERIALS CO,Vulcan Materials Company,high,transcripts_by_company/Vulcan_Materials_Company_2016Q2.txt,2016-05-03,2016-05-03,0.26,2016-05-03,high
03050610,2018.0,1.0,0.84,1.0,03050610,AMERICAN WOODMARK CORP,American Woodmark Corporation,high,transcripts_by_company/American_Woodmark_Corporation_2018Q1.txt,2018-03-09,2018-03-09,0.84,2018-03-09,high
46272610,2018.0,4.0,0.88,0.9,46272610,IROBOT CORP,iRobot Corporation,high,transcripts_by_company/iRobot_Corporation_2018Q4.txt,2018-10-24,2018-10-23,1.12,2018-10-23,high
74151110,2018.0,2.0,0.61,0.68,74151110,PRICESMART INC,"PriceSmart, Inc.",high,transcripts_by_company/PriceSmart_Inc_2018Q2.txt,2018-04-06,2018-04-05,1.04,2018-04-05,high
48939810,2012.0,1.0,-0.12,-0.07,48939810,KENNEDY-WILSON HOLDINGS INC,"Kennedy-Wilson Holdings, Inc.",high,transcripts_by_company/Kennedy-Wilson_Holdings_Inc_2012Q1.txt,2012-03-13,2012-03-12,-0.06,2012-03-12,high
02360810,2021.0,4.0,0.48,0.45,02360810,AMEREN CORP,Ameren Corporation,high,transcripts_by_company/Ameren_Corporation_2021Q4.txt,2021-11-04,2021-11-03,1.65,2021-11-03,high
53555510,2012.0,2.0,1.47,1.21,53555510,LINDSAY CORP,Lindsay Corp,high,transcripts_by_company/Lindsay_Corp_2012Q2.txt,2012-06-27,2012-06-27,1.47,2012-06-27,high
62846410,2019.0,1.0,0.23,0.25,62846410,MYERS INDUSTRIES INC,"Myers Industries, Inc.",high,transcripts_by_company/Myers_Industries_Inc_2019Q1.txt,2019-02-28,2019-02-28,0.76,2019-02-28,high
65473P10,2021.0,1.0,0.77,0.8,65473P10,NISOURCE INC,NiSource Inc.,high,transcripts_by_company/NiSource_Inc_2021Q1.txt,2021-02-17,2021-02-17,1.32,2021-02-17,high
13100M50,2020.0,4.0,0.45,0.14,13100M50,CALIX INC,"Calix, Inc.",high,transcripts_by_company/Calix_Inc_2020Q4.txt,2020-10-21,2020-10-20,0.4,2020-10-20,high
29364G10,2022.0,2.0,1.78,1.42,29364G10,ENTERGY CORP,Entergy Corporation,high,transcripts_by_company/Entergy_Corporation_2022Q2.txt,2022-06-16,2022-08-03,1.78,2022-08-03,high
34637510,2018.0,1.0,0.17,0.27,34637510,FORMFACTOR INC,"FormFactor, Inc.",high,transcripts_by_company/FormFactor_Inc_2018Q1.txt,2018-02-07,2018-02-07,1.21,2018-02-07,high
38173M10,2015.0,3.0,0.32,0.33,38173M10,GOLUB CAPITAL BDC INC,"Golub Capital BDC, Inc.",high,transcripts_by_company/Golub_Capital_BDC_Inc_2015Q3.txt,2015-08-06,2015-08-05,0.32,2015-08-05,high
03990B10,2021.0,4.0,0.85,0.64,03990B10,ARES MANAGEMENT CORP,Ares Management Corporation,high,transcripts_by_company/Ares_Management_Corporation_2021Q4.txt,2020-10-28,2020-10-28,0.48,2020-10-28,high
82916010,2009.0,1.0,,,82916010,SIMS METAL MANAGEMENT LIMITED,Sims Metal Management Limited,high,transcripts_by_company/Sims_Metal_Management_Limited_2009Q1.txt,2009-02-19,2009-02-19,,2009-02-19,high
88034910,2005.0,1.0,0.2,0.2,88034910,TENNECO AUTOMOTIVE INC,Tenneco Automotive,high,transcripts_by_company/Tenneco_Automotive_2005Q1.txt,2005-01-25,2005-01-25,1.18,2005-01-25,high
24801910,2020.0,4.0,1.38,1.0,24801910,DELUXE CHECK PTR,Deluxe Corporation,high,transcripts_by_company/Deluxe_Corporation_2020Q4.txt,2020-11-05,2020-11-05,1.47,2020-11-05,high
G4095T10,2023.0,1.0,0.11,0.16,G4095T10,GREENLAND TECHNOLOGIES HOLDING C,Greenland Technologies Holding Corporation,high,transcripts_by_company/Greenland_Technologies_Holding_Corporation_2023Q1.txt,2023-03-30,2023-03-30,0.3,2023-03-30,high
G8726410,2017.0,2.0,0.08,0.23,G8726410,TECNOGLASS INC,Tecnoglass Inc.,high,transcripts_by_company/Tecnoglass_Inc_2017Q2.txt,2017-05-12,2017-05-12,0.1,2017-05-12,high
N7752F14,2010.0,1.0,,,N7752F14,SBM OFFSHORE NV,SBM Offshore N.V.,high,transcripts_by_company/SBM_Offshore_NV_2010Q1.txt,2010-02-26,2010-02-26,,2010-02-26,high
26852W10,2012.0,3.0,-0.07,0.19,26852W10,E-HOUSE CHINA HOLDINGS LTD,E-House Holdings Ltd.,high,transcripts_by_company/E-House_Holdings_Ltd_2012Q3.txt,2012-08-16,2012-08-16,0.06,2012-08-16,high
12634910,2022.0,3.0,1.06,0.93,12634910,CSG SYSTEMS INTERNATIONAL INC,"CSG Systems International, Inc.",high,transcripts_by_company/CSG_Systems_International_Inc_2022Q3.txt,2022-08-03,2022-08-03,0.84,2022-08-03,high
96945710,2022.0,1.0,0.41,0.3,96945710,WILLIAMS COMPANIES INC,"The Williams Companies, Inc.",high,transcripts_by_company/The_Williams_Companies_Inc_2022Q1.txt,2022-02-22,2022-02-21,1.36,2022-02-21,high
22890310,2020.0,2.0,-0.02,0.11,22890310,CRYOLIFE INC,"CryoLife, Inc.",high,transcripts_by_company/CryoLife_Inc_2020Q2.txt,2020-05-20,2020-07-30,-0.02,2020-07-30,high
80854110,2017.0,3.0,1.0,0.8,80854110,SCHWEITZER-MAUDUIT INTERNATIONAL,"Schweitzer-Mauduit International, Inc.",high,transcripts_by_company/Schweitzer-Mauduit_International_Inc_2017Q3.txt,2017-08-03,2017-08-02,0.88,2017-08-02,high
09075V10,2020.0,2.0,-0.38,-0.19,09075V10,BIONTECH SE,BioNTech SE,high,transcripts_by_company/BioNTech_SE_2020Q2.txt,2020-05-12,2020-07-02,-0.24,2020-07-02,high
12811R10,2010.0,4.0,0.28,0.17,12811R10,CALAMOS ASSET MANAGEMENT INC,"Calamos Asset Management, Inc.",high,transcripts_by_company/Calamos_Asset_Management_Inc_2010Q4.txt,2010-10-26,2010-10-26,0.23,2010-10-26,high
80669310,2011.0,3.0,0.16,0.12,80669310,SCHIFF NUTRITION INTERNATIONAL I,"Schiff Nutrition International, Inc.",high,transcripts_by_company/Schiff_Nutrition_International_Inc_2011Q3.txt,2011-09-13,2011-09-13,0.16,2011-09-13,high
57685P30,2005.0,4.0,-0.02,-0.01,57685P30,MATRIXONE INC,MatrixOne,high,transcripts_by_company/MatrixOne_2005Q4.txt,2005-11-09,2005-11-15,-0.12,2005-11-15,high
G8107510,2012.0,3.0,0.44,0.35,G8107510,SHIP FINANCE INTERNATIONAL LTD,Ship Finance International Ltd.,high,transcripts_by_company/Ship_Finance_International_Ltd_2012Q3.txt,2012-08-28,2012-08-28,0.84,2012-08-28,high
16950M10,2016.0,4.0,,0.53,16950M10,CHINACACHE INTERNATIONAL HOLDING,ChinaCache International Holdings Ltd.,high,transcripts_by_company/ChinaCache_International_Holdings_Ltd_2016Q4.txt,2016-11-30,2016-11-29,,2016-11-29,high
63890410,2012.0,2.0,0.88,0.7,63890410,NAVIGATORS GROUP INC,"The Navigators Group, Inc.",high,transcripts_by_company/The_Navigators_Group_Inc_2012Q2.txt,2012-05-04,2012-05-03,0.48,2012-05-03,high
29476L10,2022.0,4.0,0.42,0.4,29476L10,EQUITY RESIDENTIAL PROPERTY TRUS,Equity Residential,high,transcripts_by_company/Equity_Residential_2022Q4.txt,2021-10-27,2021-10-26,1.15,2021-10-26,high
69366A10,2002.0,2.0,0.06,0.06,69366A10,PSS WORLD MEDICAL INC,PSSI World Medical,high,transcripts_by_company/PSSI_World_Medical_2002Q2.txt,2002-05-23,2002-05-22,0.21,2002-05-22,high
63741710,2011.0,4.0,0.26,0.24,63741710,NATIONAL RETAIL PROPERTIES INC,"National Retail Properties, Inc.",high,transcripts_by_company/National_Retail_Properties_Inc_2011Q4.txt,2011-11-07,2011-11-07,0.24,2011-11-07,high
07373B10,2023.0,4.0,-0.67,-0.27,07373B10,BEAM GLOBAL,Beam Global,high,transcripts_by_company/Beam_Global_2023Q4.txt,2021-11-11,2021-11-11,-0.19,2021-11-11,high
66553110,2013.0,3.0,0.32,0.34,66553110,NORTHERN OIL AND GAS INC,"Northern Oil &amp; Gas, Inc.",high,transcripts_by_company/Northern_Oil_and_Gas_Inc_2013Q3.txt,2013-08-09,2013-08-08,0.23,2013-08-08,high
12665010,2019.0,3.0,1.84,1.7,12665010,CVS CORPORATION,CVS Health Corporation,high,transcripts_by_company/CVS_Health_Corporation_2019Q3.txt,2019-08-07,2019-08-07,1.89,2019-08-07,high
26250610,2005.0,3.0,-0.02,,26250610,DSL.NET INC,DSL.net,high,transcripts_by_company/DSLnet_2005Q3.txt,2005-08-11,2005-08-10,-0.01,2005-08-10,high
75023610,2004.0,4.0,1.25,1.2,75023610,RADIAN GROUP INC,"Radian Group, Inc.",high,transcripts_by_company/Radian_Group_Inc_2004Q4.txt,2004-10-21,2004-10-20,1.26,2004-10-20,high
G9456A10,2020.0,4.0,0.15,0.22,G9456A10,GOLAR LNG LTD,Golar LNG Limited,high,transcripts_by_company/Golar_LNG_Limited_2020Q4.txt,2020-11-30,2020-11-30,-0.17,2020-11-30,high
92855110,2016.0,1.0,-0.12,-0.18,92855110,"VIVUS, INC.",VIVUS Inc,high,transcripts_by_company/VIVUS_Inc_2016Q1.txt,2016-03-09,2016-03-09,-0.9,2016-03-09,high
00246W10,2005.0,4.0,-0.11,-0.12,00246W10,AXT INC,AXT Inc.,high,transcripts_by_company/AXT_Inc_2005Q4.txt,2005-10-19,2005-10-19,-0.1,2005-10-19,high
58805610,2022.0,4.0,0.3,0.42,58805610,MERCER INTERNATIONAL INC,Mercer International Inc.,high,transcripts_by_company/Mercer_International_Inc_2022Q4.txt,2022-10-28,2022-10-27,1.0,2022-10-27,high
78462K10,2007.0,3.0,0.41,0.33,78462K10,SPSS INCORPORATED,SPSS,high,transcripts_by_company/SPSS_2007Q3.txt,2007-07-31,2007-07-31,0.36,2007-07-31,high
87761910,2022.0,4.0,-0.34,-0.82,87761910,TAYSHA GENE THERAPIES INC,"Taysha Gene Therapies, Inc.",high,transcripts_by_company/Taysha_Gene_Therapies_Inc_2022Q4.txt,2021-10-05,2021-11-10,-1.35,2021-11-10,high
16389310,2007.0,2.0,0.17,0.2,16389310,CHEMTURA CORP,Chemtura Corporation,high,transcripts_by_company/Chemtura_Corporation_2007Q2.txt,2007-05-04,2007-05-03,0.08,2007-05-03,high
26884L10,2012.0,3.0,0.21,0.47,26884L10,EQT CORP,EQT Corporation,high,transcripts_by_company/EQT_Corporation_2012Q3.txt,2012-08-14,2012-10-25,0.21,2012-10-25,high
27886510,2013.0,3.0,1.04,1.03,27886510,ECOLAB INC,Ecolab Inc,high,transcripts_by_company/Ecolab_Inc_2013Q3.txt,2013-07-30,2013-07-30,0.86,2013-07-30,high
77390310,2022.0,3.0,3.04,3.25,77390310,ROCKWELL AUTOMATION INC,"Rockwell Automation, Inc.",high,transcripts_by_company/Rockwell_Automation_Inc_2022Q3.txt,2022-07-27,2022-07-27,2.66,2022-07-27,high
65510710,2012.0,1.0,,,65510710,"NOBLE ROMAN'S, INC.",Noble Corp,high,transcripts_by_company/Noble_Corp_2012Q1.txt,2012-01-26,2012-03-13,,2012-03-13,high
85811910,2012.0,2.0,0.2,0.41,85811910,STEEL DYNAMICS INC,Steel Dynamics Inc,high,transcripts_by_company/Steel_Dynamics_Inc_2012Q2.txt,2012-04-19,2012-04-18,0.23,2012-04-18,high
05478C10,2022.0,2.0,0.29,0.33,05478C10,AZEK COMPANY INC,The AZEK Company Inc.,high,transcripts_by_company/The_AZEK_Company_Inc_2022Q2.txt,2022-05-10,2022-05-10,0.33,2022-05-10,high
53814X10,2023.0,1.0,-0.06,-0.01,53814X10,LIVEONE INC,"LiveOne, Inc.",high,transcripts_by_company/LiveOne_Inc_2023Q1.txt,2023-02-09,2023-02-09,-0.04,2023-02-09,high
51654410,2022.0,4.0,1.37,0.77,51654410,LANTHEUS HOLDINGS INC,"Lantheus Holdings, Inc.",high,transcripts_by_company/Lantheus_Holdings_Inc_2022Q4.txt,2022-11-03,2022-11-03,0.99,2022-11-03,high
26875P10,2011.0,2.0,1.11,0.74,26875P10,EOG RESOURCES INC,"EOG Resources, Inc.",high,transcripts_by_company/EOG_Resources_Inc_2011Q2.txt,2011-05-06,2011-05-05,0.68,2011-05-05,high
00912X30,2015.0,4.0,0.7,0.73,00912X30,AIR LEASE CORP,Air Lease Corporation,high,transcripts_by_company/Air_Lease_Corporation_2015Q4.txt,2015-11-05,2015-11-05,0.71,2015-11-05,high
34630N10,2022.0,2.0,-0.17,-0.23,34630N10,FORIAN INC,Forian Inc.,high,transcripts_by_company/Forian_Inc_2022Q2.txt,2022-05-12,2022-05-12,-0.37,2022-05-12,high
46266C10,2023.0,2.0,2.43,2.56,46266C10,IQVIA HOLDINGS INC,IQVIA Holdings Inc.,high,transcripts_by_company/IQVIA_Holdings_Inc_2023Q2.txt,2023-04-27,2023-04-27,2.45,2023-04-27,high
88250810,2008.0,4.0,0.21,0.51,88250810,TEXAS INSTRUMENTS INC,Texas Instruments,high,transcripts_by_company/Texas_Instruments_2008Q4.txt,2008-10-20,2008-10-20,0.43,2008-10-20,high
23257720,2014.0,3.0,0.25,0.37,23257720,CYNOSURE INC,"Cynosure, Inc.",high,transcripts_by_company/Cynosure_Inc_2014Q3.txt,2014-07-29,2014-07-29,0.32,2014-07-29,high
01748X10,2008.0,4.0,0.88,0.16,01748X10,ALLEGIANT TRAVEL CO,Allegiant Travel,high,transcripts_by_company/Allegiant_Travel_2008Q4.txt,2008-10-22,2008-10-21,0.24,2008-10-21,high
39874R10,2023.0,3.0,0.31,0.25,39874R10,GROCERY OUTLET HOLDING CORP,Grocery Outlet Holding Corp.,high,transcripts_by_company/Grocery_Outlet_Holding_Corp_2023Q3.txt,2023-08-08,2023-08-08,0.32,2023-08-08,high
22282E10,2013.0,3.0,0.28,0.22,22282E10,COVANTA HOLDING CORP,Covanta Holding Corp,high,transcripts_by_company/Covanta_Holding_Corp_2013Q3.txt,2013-07-18,2013-07-17,0.1,2013-07-17,high
09067210,2017.0,2.0,0.23,0.22,09067210,BIOTELEMETRY INC,"BioTelemetry, Inc.",high,transcripts_by_company/BioTelemetry_Inc_2017Q2.txt,2017-04-10,2017-05-03,0.16,2017-05-03,high
27886510,2009.0,4.0,0.55,0.56,27886510,ECOLAB INC,Ecolab Inc.,high,transcripts_by_company/Ecolab_Inc_2009Q4.txt,2009-10-27,2009-10-27,0.61,2009-10-27,high
