ticker,quarter,eps_actual,eps_forecast,transcript_path,cosine_prepared,cosine_qa,nnw_final,has_qa_section
HTGC,2006Q2,0.19,0.19,/Users/vazea/Desktop/NNW/transcripts_by_company/HERCULES_CAPITAL_INC_2006Q2.txt,0.2771952735088564,0.0688599314471396,0.6539447950440039,False
DVA,2006Q1,0.55,0.53,/Users/vazea/Desktop/NNW/transcripts_by_company/DAVITA_INC_2006Q1.txt,0.1550403857757779,0.0969475431537771,0.7480120710704451,False
MN,2017Q2,0.12,0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/MANNING_AND_NAPIER_INC_2017Q2.txt,0.09701837879299502,0.10196069259301763,0.8010209286139873,True
VTIV,2005Q1,0.33,0.22,/Users/vazea/Desktop/NNW/transcripts_by_company/VENTIV_HEALTH_INCORPORATED_2005Q1.txt,0.425715287097918,0.3755461314079078,0.19873858149417423,True
COP,2022Q2,3.91,3.86,/Users/vazea/Desktop/NNW/transcripts_by_company/CONOCOPHILLIPS_2022Q2.txt,0.037930698882989056,0.2585558641686887,0.7035134369483222,True
CALX,2013Q3,0.2,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/CALIX_INC_2013Q3.txt,0.2629021870933622,0.46327917306830674,0.27381863983833105,True
QDEL,2006Q1,0.15,0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/QUIDEL_CORP_2006Q1.txt,0.16686084586178618,0.14651026484117458,0.6866288892970392,True
ANAD,2002Q2,-0.29,-0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/ANADIGICS_INC_2002Q2.txt,0.1511194849843818,0.09911046110941817,0.7497700539062001,False
WHF,2014Q3,0.27,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/WHITEHORSE_FINANCE_INC_2014Q3.txt,0.17424901076070132,0.09435352062941667,0.731397468609882,False
PRAA,2019Q3,0.55,0.44,/Users/vazea/Desktop/NNW/transcripts_by_company/PRA_GROUP_INC_2019Q3.txt,0.21034292067102175,0.4586521886046476,0.3310048907243306,True
MCHP,2010Q3,0.37,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/MICROCHIP_TECHNOLOGY_INC_2010Q3.txt,0.2068334861095428,0.4496880241040326,0.34347848978642465,True
RSYS,2006Q4,0.5,0.43,/Users/vazea/Desktop/NNW/transcripts_by_company/RADISYS_CORPORATION_2006Q4.txt,0.04765231347117116,0.27506146078643595,0.6772862257423928,True
OXM,2020Q2,1.84,1.86,/Users/vazea/Desktop/NNW/transcripts_by_company/OXFORD_INDUSTRIES_INC_2020Q2.txt,0.36980976525700154,0.30309821402202364,0.32709202072097476,True
CLVS,2013Q1,-0.6,-0.61,/Users/vazea/Desktop/NNW/transcripts_by_company/CLOVIS_ONCOLOGY_INC_2013Q1.txt,0.13078513819717066,0.10267636572124493,0.7665384960815844,True
ADS,2010Q3,1.55,1.52,/Users/vazea/Desktop/NNW/transcripts_by_company/BREAD_FINANCIAL_HOLDINGS_INC_2010Q3.txt,0.04180029267094204,0.11250791349157149,0.8456917938374865,True
RRGB,2005Q3,0.45,0.41,/Users/vazea/Desktop/NNW/transcripts_by_company/RED_ROBIN_GOURMET_BURGERS_INC_2005Q3.txt,0.14600128727204495,0.20440113918305935,0.6495975735448957,True
CLW,2011Q3,0.37,0.68,/Users/vazea/Desktop/NNW/transcripts_by_company/CLEARWATER_PAPER_CORP_2011Q3.txt,0.11102605043286752,0.2417764946422724,0.64719745492486,True
NTCT,2018Q2,0.29,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/NETSCOUT_SYSTEMS_INC_2018Q2.txt,0.22474860551815462,0.11250531874948073,0.6627460757323645,True
CNK,2008Q4,-0.45,0.48,/Users/vazea/Desktop/NNW/transcripts_by_company/CINEMARK_HOLDINGS_INC_2008Q4.txt,0.30922993792084397,0.10951027962024153,0.5812597824589145,True
NOVT,2019Q4,2.14,2.14,/Users/vazea/Desktop/NNW/transcripts_by_company/NOVANTA_INC_2019Q4.txt,0.10389034853170985,0.6778564506606434,0.21825320080764676,True
TSS,2009Q1,0.26,0.3,/Users/vazea/Desktop/NNW/transcripts_by_company/TOTAL_SYSTEM_SERVICES_INC_2009Q1.txt,0.160490392066918,0.17139631618502582,0.6681132917480561,True
TRN,2007Q1,0.74,0.65,/Users/vazea/Desktop/NNW/transcripts_by_company/TRINITY_INDUSTRIES_INC_2007Q1.txt,0.25895644977648963,0.09766449502404316,0.6433790551994673,False
HRL,2003Q4,1.33,1.3,/Users/vazea/Desktop/NNW/transcripts_by_company/HORMEL_FOODS_CORP_2003Q4.txt,0.13017180323710928,0.05001803698577722,0.8198101597771135,False
FRAN,2017Q4,1.09,1.07,/Users/vazea/Desktop/NNW/transcripts_by_company/FRANCESCAS_HOLDINGS_CORP_2017Q4.txt,0.35796288480086813,0.14413389031355123,0.49790322488558064,True
SMG,2023Q2,3.78,3.66,/Users/vazea/Desktop/NNW/transcripts_by_company/SCOTTS_MIRACLEGRO_CO_2023Q2.txt,0.07095689291966288,0.42866574615928055,0.5003773609210566,True
AAWW,2008Q4,2.97,1.35,/Users/vazea/Desktop/NNW/transcripts_by_company/ATLAS_AIR_WORLDWIDE_HOLDINGS_INC_2008Q4.txt,0.1272309784522568,0.1613916407876276,0.7113773807601156,True
TTOO,2016Q2,-0.58,-0.56,/Users/vazea/Desktop/NNW/transcripts_by_company/T2_BIOSYSTEMS_INC_2016Q2.txt,0.07908246642006578,0.22300177426396753,0.6979157593159667,True
FRC,2014Q2,0.76,0.75,/Users/vazea/Desktop/NNW/transcripts_by_company/FIRST_REPUBLIC_BANK_2014Q2.txt,0.20915190248937618,0.024600454523929116,0.7662476429866947,False
EXPO,2017Q4,2.14,2.09,/Users/vazea/Desktop/NNW/transcripts_by_company/EXPONENT_INC_2017Q4.txt,0.18492212978345574,0.28916814436491123,0.525909725851633,True
HIBB,2011Q2,0.14,0.16,/Users/vazea/Desktop/NNW/transcripts_by_company/HIBBETT_INC_2011Q2.txt,0.09664167836952423,0.23170157492875648,0.6716567467017194,True
DMRC,2006Q2,-0.24,-0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/DIGIMARC_CORP_2006Q2.txt,0.13459453764719898,0.4109740629967215,0.4544313993560795,True
SPTN,2023Q3,0.54,0.58,/Users/vazea/Desktop/NNW/transcripts_by_company/SPARTANNASH_CO_2023Q3.txt,0.20606512064055077,0.2560875864925953,0.5378472928668538,True
DTE,2018Q2,1.36,1.09,/Users/vazea/Desktop/NNW/transcripts_by_company/DTE_ENERGY_CO_2018Q2.txt,0.02935521007980587,0.11026826626879815,0.8603765236513959,True
CLPT,2021Q3,-0.18,-0.16,/Users/vazea/Desktop/NNW/transcripts_by_company/CLEARPOINT_NEURO_INC_2021Q3.txt,0.2140185302975684,0.3363033964794382,0.44967807322299347,True
ARCL,2011Q2,0.08,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/ARCHIPELAGO_LEARNING_INC_2011Q2.txt,0.23434306954799258,0.08258362590796085,0.6830733045440466,False
CENX,2020Q2,-0.19,-0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/CENTURY_ALUMINUM_CO_2020Q2.txt,0.07205721710490103,0.18461692953114145,0.7433258533639575,True
SSYS,2023Q2,0.04,0.0,/Users/vazea/Desktop/NNW/transcripts_by_company/STRATASYS_LTD_2023Q2.txt,0.10402597759023795,0.01779619716278173,0.8781778252469804,False
ACI,2021Q2,0.6,0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/ALBERTSONS_COMPANIES_INC_2021Q2.txt,0.19598575051004902,0.45832723142560466,0.34568701806434626,True
TKR,2011Q2,1.22,1.13,/Users/vazea/Desktop/NNW/transcripts_by_company/TIMKEN_CO_2011Q2.txt,0.29665326021572935,0.029064167751861728,0.6742825720324089,False
FELE,2017Q3,0.53,0.52,/Users/vazea/Desktop/NNW/transcripts_by_company/FRANKLIN_ELECTRIC_CO_INC_2017Q3.txt,0.1009142913435855,0.10519654431516794,0.7938891643412466,True
DLR,2020Q4,1.0,1.06,/Users/vazea/Desktop/NNW/transcripts_by_company/DIGITAL_REALTY_TRUST_INC_2020Q4.txt,0.13833935311516468,0.2584629969343799,0.6031976499504554,True
DXLG,2015Q3,-0.08,-0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/DESTINATION_XL_GROUP_INC_2015Q3.txt,0.2995488203159858,0.3769472020101844,0.3235039776738299,True
NTRS,2013Q2,0.78,0.82,/Users/vazea/Desktop/NNW/transcripts_by_company/NORTHERN_TRUST_CORP_2013Q2.txt,0.14495848086687108,0.12403659366527285,0.731004925467856,True
LABL,2012Q4,1.85,1.86,/Users/vazea/Desktop/NNW/transcripts_by_company/MULTI_COLOR_CORPORATION_2012Q4.txt,0.3312000553472124,0.3780378797733016,0.29076206487948597,True
DRH,2011Q3,-0.01,0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/DIAMONDROCK_HOSPITALITY_CO_2011Q3.txt,0.1300303878736816,0.18816802250609632,0.6818015896202221,True
ACLS,2015Q2,0.05,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/AXCELIS_TECHNOLOGIES_INC_2015Q2.txt,0.13299913878297748,0.21488486294273948,0.6521159982742831,True
VAL,2013Q2,0.91,0.9,/Users/vazea/Desktop/NNW/transcripts_by_company/VALSPAR_CORP_2013Q2.txt,0.13692649963031236,0.3398852456113689,0.5231882547583188,True
SYN,2017Q4,-0.18,-0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/SYNTHETIC_BIOLOGICS_INC_2017Q4.txt,0.22116627144551215,0.0389255493731268,0.7399081791813611,False
SGMO,2008Q3,-0.15,-0.17,/Users/vazea/Desktop/NNW/transcripts_by_company/SANGAMO_THERAPEUTICS_INC_2008Q3.txt,0.009227975553476644,0.24092247423180135,0.749849550214722,True
CCC,2019Q3,0.14,0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/CLARIVATE_PLC_2019Q3.txt,0.07646688687819335,0.29631668364044633,0.6272164294813602,True
ML,2022Q3,-0.09,-0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/MONEYLION_INC_2022Q3.txt,0.14759061503978116,0.05092770378438917,0.8014816811758296,False
RML,2005Q1,0.07,0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/RUSSELL_CORPORATION_2005Q1.txt,0.24180960770858917,0.17714135149847612,0.5810490407929347,True
RPM,2018Q4,2.92,3.07,/Users/vazea/Desktop/NNW/transcripts_by_company/RPM_INTERNATIONAL_INC_2018Q4.txt,0.4201547737701598,0.5692632239530502,0.010582002276789959,True
NCR,2003Q1,-0.28,-0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/NCR_VOYIX_CORP_2003Q1.txt,0.41564379557002534,0.07750260390614395,0.5068536005238307,False
JNPR,2013Q3,0.33,0.31,/Users/vazea/Desktop/NNW/transcripts_by_company/JUNIPER_NETWORKS_INC_2013Q3.txt,0.07345241899432371,0.11624414767409451,0.8103034333315817,True
CNC,2022Q4,5.78,5.73,/Users/vazea/Desktop/NNW/transcripts_by_company/CENTENE_CORP_2022Q4.txt,0.16204217252914285,0.08773928126359758,0.7502185462072596,False
IM,2003Q4,0.79,0.69,/Users/vazea/Desktop/NNW/transcripts_by_company/INGRAM_MICRO_2003Q4.txt,0.07036870785347268,0.17223098904530174,0.7574003031012255,True
ANET,2017Q1,0.93,0.85,/Users/vazea/Desktop/NNW/transcripts_by_company/ARISTA_NETWORKS_INC_2017Q1.txt,0.13355134429711182,0.3965305943827893,0.4699180613200989,True
SIG,2020Q4,3.88,3.66,/Users/vazea/Desktop/NNW/transcripts_by_company/SIGNET_JEWELERS_LTD_2020Q4.txt,0.047345403464995724,0.2239844208141914,0.7286701757208129,True
OSG,2012Q2,-1.52,-0.99,/Users/vazea/Desktop/NNW/transcripts_by_company/OVERSEAS_SHIPHOLDING_GROUP_2012Q2.txt,0.24810772341593515,0.05662616015352848,0.6952661164305364,False
VVUS,2018Q1,-0.1,-0.11,/Users/vazea/Desktop/NNW/transcripts_by_company/VIVUS_INC_2018Q1.txt,0.12949580439041325,0.09174436889453454,0.7787598267150522,False
CTRX,2006Q1,-0.14,-0.21,/Users/vazea/Desktop/NNW/transcripts_by_company/COTHERIX_INC_2006Q1.txt,0.26658381394042147,0.14852624621138166,0.5848899398481968,True
BG,2021Q3,3.72,1.44,/Users/vazea/Desktop/NNW/transcripts_by_company/BUNGE_LTD_2021Q3.txt,0.3494425933878051,0.1541500831609685,0.49640732345122635,True
FUBO,2022Q2,-0.63,-0.64,/Users/vazea/Desktop/NNW/transcripts_by_company/FUBOTV_INC_2022Q2.txt,0.07428505340174567,0.07824674511677895,0.8474682014814754,False
INTX,2008Q2,0.25,0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/INTERSECTIONS_INC_2008Q2.txt,0.4100750553363138,0.31179924230426453,0.27812570235942174,True
CMPS,2022Q2,-0.5,-0.63,/Users/vazea/Desktop/NNW/transcripts_by_company/COMPASS_PATHWAYS_PLC_2022Q2.txt,0.42037171488092173,0.13523807788288408,0.44439020723619416,True
NVMI,2022Q4,5.07,5.03,/Users/vazea/Desktop/NNW/transcripts_by_company/NOVA_LTD_2022Q4.txt,0.15319660775469657,0.16584555672554604,0.6809578355197574,True
ABG,2020Q3,4.08,4.0,/Users/vazea/Desktop/NNW/transcripts_by_company/ASBURY_AUTOMOTIVE_GROUP_INC_2020Q3.txt,0.27472587142386995,0.17909699122779504,0.5461771373483351,True
GD,2020Q2,2.18,2.18,/Users/vazea/Desktop/NNW/transcripts_by_company/GENERAL_DYNAMICS_CORP_2020Q2.txt,0.027079523413973596,0.2965333473737457,0.6763871292122807,True
AER,2017Q2,1.67,1.4,/Users/vazea/Desktop/NNW/transcripts_by_company/AERCAP_HOLDINGS_NV_2017Q2.txt,0.20316352776338356,0.21393829775274922,0.5828981744838673,True
MC,2021Q4,5.4,5.47,/Users/vazea/Desktop/NNW/transcripts_by_company/MOELIS_CO_2021Q4.txt,0.41403503777713657,0.22631502503055909,0.3596499371923043,True
LRCX,2024Q1,6.85,6.05,/Users/vazea/Desktop/NNW/transcripts_by_company/LAM_RESEARCH_CORP_2024Q1.txt,0.3690805310396218,0.13332287039006158,0.49759659857031663,True
DGII,2002Q3,0.02,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/DIGI_INTERNATIONAL_INC_2002Q3.txt,0.1682302766330479,0.03304707472800826,0.7987226486389438,False
VRTU,2017Q2,0.27,0.28,/Users/vazea/Desktop/NNW/transcripts_by_company/VIRTUSA_CORP_2017Q2.txt,0.08342675836488748,0.2616905068370514,0.6548827347980611,True
REGN,2014Q1,2.26,0.87,/Users/vazea/Desktop/NNW/transcripts_by_company/REGENERON_PHARMACEUTICALS_INC_2014Q1.txt,0.3454311180583285,0.2708026709927934,0.3837662109488781,True
HOLX,2017Q3,0.5,0.49,/Users/vazea/Desktop/NNW/transcripts_by_company/HOLOGIC_INC_2017Q3.txt,0.13505599248847694,0.025800446052906118,0.839143561458617,False
BK,2019Q3,1.07,0.99,/Users/vazea/Desktop/NNW/transcripts_by_company/BANK_OF_NEW_YORK_MELLON_CORP_2019Q3.txt,0.2918290741535311,0.4792187923557403,0.22895213349072863,True
CADX,2010Q3,-0.23,-0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/CADENCE_PHARMACEUTICALS_INC_2010Q3_1.txt,0.16517963369434385,0.3589533736132554,0.47586699269240074,True
EAGL,2005Q4,1.2,1.15,/Users/vazea/Desktop/NNW/transcripts_by_company/EGL_INC_2005Q4.txt,0.08654769104110362,0.08964906692214607,0.8238032420367504,False
HD,2020Q1,2.27,2.19,/Users/vazea/Desktop/NNW/transcripts_by_company/HOME_DEPOT_INC_2020Q1.txt,0.22382939582677386,0.3497480281743031,0.426422575998923,True
RRR,2023Q2,0.65,0.62,/Users/vazea/Desktop/NNW/transcripts_by_company/RED_ROCK_RESORTS_INC_2023Q2.txt,0.056384000579041825,0.334863532411255,0.6087524670097032,True
XOM,2014Q2,2.05,1.84,/Users/vazea/Desktop/NNW/transcripts_by_company/EXXON_MOBIL_CORP_2014Q2.txt,0.08080069108030294,0.27790243229673983,0.6412968766229572,True
QNST,2022Q2,0.06,0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/QUINSTREET_INC_2022Q2.txt,0.15162522397931397,0.14292996843904882,0.7054448075816372,True
BBOX,2009Q2,0.91,0.89,/Users/vazea/Desktop/NNW/transcripts_by_company/BLACK_BOX_CORPORATION_2009Q2.txt,0.0401163590719208,0.2815791180348294,0.6783045228932498,True
EAT,2020Q2,1.01,0.94,/Users/vazea/Desktop/NNW/transcripts_by_company/BRINKER_INTERNATIONAL_INC_2020Q2.txt,0.32824175727275473,0.21827149545735464,0.45348674726989063,True
GES,2023Q3,0.44,0.55,/Users/vazea/Desktop/NNW/transcripts_by_company/GUESS_INC_2023Q3.txt,0.24793923431822912,0.39133261663736185,0.360728149044409,True
AZZ,2006Q1,0.38,0.22,/Users/vazea/Desktop/NNW/transcripts_by_company/AZZ_INC_2006Q1.txt,0.11698532768490706,0.3031424384143936,0.5798722339006993,True
COST,2017Q2,1.17,1.35,/Users/vazea/Desktop/NNW/transcripts_by_company/COSTCO_WHOLESALE_CORP_2017Q2.txt,0.15358855089267767,0.29534104533301103,0.5510704037743113,True
EA,2022Q1,0.79,0.6,/Users/vazea/Desktop/NNW/transcripts_by_company/ELECTRONIC_ARTS_INC_2022Q1.txt,0.190306123299935,0.03951112160759155,0.7701827550924735,False
CUBI,2020Q1,0.22,0.52,/Users/vazea/Desktop/NNW/transcripts_by_company/CUSTOMERS_BANCORP_INC_2020Q1.txt,0.22439236433793397,0.27592837834497064,0.4996792573170954,True
OMTR,2007Q3,0.07,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/OMNITURE_INC_2007Q3.txt,0.11445832090812971,0.300422545938685,0.5851191331531853,True
LCTX,2021Q4,-0.26,-0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/LINEAGE_CELL_THERAPEUTICS_INC_2021Q4.txt,0.08606282817920255,0.03222148102130177,0.8817156907994957,False
ALV,2009Q3,0.36,0.28,/Users/vazea/Desktop/NNW/transcripts_by_company/AUTOLIV_INC_2009Q3.txt,0.26240483194506226,0.39780352381169254,0.3397916442432452,True
OPTT,2014Q1,-0.36,-0.4,/Users/vazea/Desktop/NNW/transcripts_by_company/OCEAN_POWER_TECHNOLOGIES_INC_2014Q1.txt,0.29096951850270514,0.3067458983359016,0.40228458316139326,True
LNT,2004Q1,0.31,0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/ALLIANT_ENERGY_CORP_2004Q1.txt,0.18136966433264054,0.507221005601503,0.31140933006585647,True
EGHT,2019Q2,-0.04,-0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/8X8_INC_2019Q2.txt,0.21033010750865522,0.20996543539674176,0.579704457094603,True
CONR,2006Q3,-0.28,-0.35,/Users/vazea/Desktop/NNW/transcripts_by_company/CONOR_MEDSYSTEMS_INC_2006Q3.txt,0.12250145336704397,0.26480950284218613,0.6126890437907699,True
CAI,2016Q2,0.19,0.4,/Users/vazea/Desktop/NNW/transcripts_by_company/CAI_INTERNATIONAL_INC_2016Q2.txt,0.10770003141864364,0.275987008076872,0.6163129605044844,True
STM,2015Q3,0.12,0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/STMICROELECTRONICS_NV_2015Q3.txt,0.186292552013613,0.197549053992537,0.6161583939938501,True
AMKR,2022Q3,1.24,0.93,/Users/vazea/Desktop/NNW/transcripts_by_company/AMKOR_TECHNOLOGY_INC_2022Q3.txt,0.34375007304516475,0.19199954081320442,0.4642503861416308,True
NOW,2015Q4,0.4,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/SERVICENOW_INC_2015Q4.txt,0.14604086559312468,0.16620862901272518,0.6877505053941502,True
OMI,2017Q3,0.4,0.49,/Users/vazea/Desktop/NNW/transcripts_by_company/OWENS_MINOR_INC_2017Q3.txt,0.24778088340419094,0.18865452363504379,0.5635645929607653,True
AKBA,2014Q3,-0.47,-0.45,/Users/vazea/Desktop/NNW/transcripts_by_company/AKEBIA_THERAPEUTICS_INC_2014Q3.txt,0.05486741359394938,0.07102013796557287,0.8741124484404778,False
FCN,2022Q4,6.77,6.6,/Users/vazea/Desktop/NNW/transcripts_by_company/FTI_CONSULTING_INC_2022Q4.txt,0.5245923639071599,0.13897034699029343,0.33643728910254667,True
POL,2016Q2,0.63,0.61,/Users/vazea/Desktop/NNW/transcripts_by_company/POLYONE_CORPORATION_2016Q2.txt,0.06658883868376227,0.15822336711117774,0.77518779420506,True
HOG,2018Q2,1.45,1.37,/Users/vazea/Desktop/NNW/transcripts_by_company/HARLEYDAVIDSON_INC_2018Q2.txt,0.02559436599181045,0.2608241343225019,0.7135814996856877,True
M,2017Q3,0.17,0.41,/Users/vazea/Desktop/NNW/transcripts_by_company/MACYS_INC_2017Q3.txt,0.20682728984308535,0.19541146906713355,0.597761241089781,True
MATK,2007Q2,0.15,0.15,/Users/vazea/Desktop/NNW/transcripts_by_company/MARTEK_BIOSCIENCE_CORPORATION_2007Q2.txt,0.28491166473718516,0.2881577737985708,0.42693056146424396,True
EFJI,2004Q1,0.1,0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/EFJOHNSON_TECHNOLOGIES_INC_2004Q1.txt,0.022064441829165074,0.13916616477714033,0.8387693933936946,True
ESES,2016Q2,-0.27,-0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/ECOSTIM_ENERGY_SOLUTIONS_INC_2016Q2.txt,0.2620375239187163,0.21169925739309167,0.526263218688192,True
PRSP,2020Q1,0.52,0.5,/Users/vazea/Desktop/NNW/transcripts_by_company/PERSPECTA_INC_2020Q1.txt,0.1432054677496396,0.3648003743997487,0.4919941578506117,True
BPOP,2015Q3,0.79,0.94,/Users/vazea/Desktop/NNW/transcripts_by_company/POPULAR_INC_2015Q3.txt,0.057481283699393274,0.30665579868724413,0.6358629176133626,True
AORT,2023Q1,-0.33,-0.15,/Users/vazea/Desktop/NNW/transcripts_by_company/ARTIVION_INC_2023Q1.txt,0.06522829218890902,0.11830595439005713,0.8164657534210339,True
ITCI,2021Q4,-3.5,-3.46,/Users/vazea/Desktop/NNW/transcripts_by_company/INTRACELLULAR_THERAPIES_INC_2021Q4.txt,0.18190674216469516,0.17013483661451495,0.6479584212207898,True
HSIC,2003Q1,0.54,0.53,/Users/vazea/Desktop/NNW/transcripts_by_company/HENRY_SCHEIN_INC_2003Q1.txt,0.39775293947251705,0.4809118979389443,0.12133516258853871,True
DF,2015Q4,1.23,1.21,/Users/vazea/Desktop/NNW/transcripts_by_company/DEAN_FOODS_CO_2015Q4.txt,0.39125568376393055,0.1151948987116682,0.4935494175244013,True
SMCI,2021Q2,0.63,0.45,/Users/vazea/Desktop/NNW/transcripts_by_company/SUPER_MICRO_COMPUTER_INC_2021Q2.txt,0.3697212331743185,0.03450121194119219,0.5957775548844894,False
RNG,2017Q4,0.2,0.19,/Users/vazea/Desktop/NNW/transcripts_by_company/RINGCENTRAL_INC_2017Q4.txt,0.12127658018178304,0.06248203303676046,0.8162413867814565,False
GHDX,2015Q3,-0.17,-0.17,/Users/vazea/Desktop/NNW/transcripts_by_company/GENOMIC_HEALTH_INC_2015Q3.txt,0.6087522054427622,0.08278614729435801,0.3084616472628798,False
ADPT,2020Q4,-1.11,-1.08,/Users/vazea/Desktop/NNW/transcripts_by_company/ADAPTIVE_BIOTECHNOLOGIES_CORP_2020Q4.txt,0.17265534033292787,0.06572921118940835,0.7616154484776638,False
UPS,2004Q3,0.7,0.72,/Users/vazea/Desktop/NNW/transcripts_by_company/UNITED_PARCEL_SERVICE_INC_2004Q3.txt,0.21064442844516534,0.01449809830063481,0.7748574732541997,False
AVA,2016Q2,0.43,0.45,/Users/vazea/Desktop/NNW/transcripts_by_company/AVISTA_CORP_2016Q2.txt,0.4080482359707086,0.07547480837074332,0.5164769556585481,False
OPLK,2007Q2,0.2,0.19,/Users/vazea/Desktop/NNW/transcripts_by_company/OPLINK_COMMUNICATIONS_INC_2007Q2.txt,0.09624315585376675,0.12555006850063177,0.7782067756456015,True
TNK,2018Q4,-0.2,-0.24,/Users/vazea/Desktop/NNW/transcripts_by_company/TEEKAY_TANKERS_LTD_2018Q4.txt,0.28350674439619755,0.10708087691322173,0.6094123786905806,True
CHDX,2010Q4,0.36,0.48,/Users/vazea/Desktop/NNW/transcripts_by_company/CHINDEX_INTERNATIONAL_INC_2010Q4.txt,0.2663234550230393,0.17367469561140156,0.5600018493655591,True
PSTG,2016Q4,-1.74,-0.91,/Users/vazea/Desktop/NNW/transcripts_by_company/PURE_STORAGE_INC_2016Q4.txt,0.06071629838302401,0.17110285779499432,0.7681808438219816,True
BLK,2014Q3,5.21,4.72,/Users/vazea/Desktop/NNW/transcripts_by_company/BLACKROCK_INC_2014Q3.txt,0.3828534600122422,0.23159254981846983,0.385553990169288,True
ASEI,2009Q3,1.13,0.93,/Users/vazea/Desktop/NNW/transcripts_by_company/AMERICAN_SCIENCE_ENGINE_INC_2009Q3.txt,0.12839083377747926,0.3697441827502546,0.5018649834722662,True
VASC,2007Q2,0.04,0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/VASCULAR_SOLUTIONS_INC_2007Q2.txt,0.26039558686159214,0.09161820629694599,0.6479862068414619,False
PEDH,2008Q2,-0.09,0.02,/Users/vazea/Desktop/NNW/transcripts_by_company/PEOPLES_EDUCATIONAL_HOLDINGS_INC_2008Q2.txt,0.07056435978325305,0.21979536489683674,0.7096402753199103,True
ATHX,2010Q4,-0.6,-0.58,/Users/vazea/Desktop/NNW/transcripts_by_company/ATHERSYS_INC_2010Q4.txt,0.11446773955503085,0.06734282170420738,0.8181894387407618,False
DFIN,2017Q1,0.42,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/DONNELLEY_FINANCIAL_SOLUTIONS_IN_2017Q1.txt,0.195604094585648,0.030345764142208922,0.7740501412721431,False
WFT,2006Q1,0.57,0.5,/Users/vazea/Desktop/NNW/transcripts_by_company/WEATHERFORD_INTERNATIONAL_LTD_2006Q1.txt,0.2384742934974576,0.07557999640157355,0.6859457101009688,False
JWN,2013Q3,0.71,0.72,/Users/vazea/Desktop/NNW/transcripts_by_company/NORDSTROM_INC_2013Q3.txt,0.26429457966132025,0.2521319254723251,0.4835734948663546,True
MPG,2015Q2,0.64,0.58,/Users/vazea/Desktop/NNW/transcripts_by_company/METALDYNE_PERFORMANCE_GROUP_INC_2015Q2.txt,0.3810593523050895,0.3463405200496165,0.2726001276452939,True
BAC,2016Q3,0.41,0.33,/Users/vazea/Desktop/NNW/transcripts_by_company/BANK_OF_AMERICA_CORP_2016Q3.txt,0.06209601302367194,0.041994691968536696,0.8959092950077914,False
MMM,2020Q3,2.43,2.25,/Users/vazea/Desktop/NNW/transcripts_by_company/3M_CO_2020Q3.txt,0.17582620875645782,0.18960655919219102,0.6345672320513511,True
QUIK,2019Q2,-0.04,-0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/QUICKLOGIC_CORP_2019Q2.txt,0.33235378399711013,0.14972010398663801,0.5179261120162518,True
CAVM,2012Q2,0.07,0.02,/Users/vazea/Desktop/NNW/transcripts_by_company/CAVIUM_INC_2012Q2.txt,0.29165699014246554,0.12938400463974062,0.5789590052177939,True
GR,2005Q3,0.49,0.5,/Users/vazea/Desktop/NNW/transcripts_by_company/GOODRICH_CORPORATION_2005Q3.txt,0.052067880398121616,0.29135255360228995,0.6565795659995884,True
ROK,2007Q2,0.82,0.92,/Users/vazea/Desktop/NNW/transcripts_by_company/ROCKWELL_AUTOMATION_INC_2007Q2.txt,0.12798148638846946,0.3111278889920504,0.5608906246194802,True
