ticker,period,eps_actual,eps_forecast,transcript_path,cosine,nnw
NOODLES & CO,3.0,0.0,0.12,transcripts_by_company/Noodles_and_Company_2015Q3.txt,0.14140045642852783,0.8585995435714722
UNIT CORPORATION,4.0,1.55,1.75,transcripts_by_company/Unit_Corp_2007Q4.txt,0.06741348654031754,0.9325865134596825
SMITH MICRO SOFTWARE INC,1.0,0.1,0.19,transcripts_by_company/Smith_Micro_Software_Inc_2008Q1.txt,0.13853102922439575,0.8614689707756042
CAPITAL SENIOR LIVING CORP,3.0,-7.0,-0.36,transcripts_by_company/Capital_Senior_Living_Corporation_2020Q3.txt,0.3676894009113312,0.6323105990886688
NEOGEN CORP,3.0,0.29,0.26,transcripts_by_company/Neogen_2009Q3.txt,0.11075291782617569,0.8892470821738243
ALLIANT TECHSYSTEMS INC,1.0,2.1,2.17,transcripts_by_company/Alliant_Techsystems_Inc_2011Q1.txt,0.2625923156738281,0.7374076843261719
STELLUS CAPITAL INVESTMENT CORP,4.0,0.49,0.46,transcripts_by_company/Stellus_Capital_Investment_Corporation_CurrentQ4.txt,0.11613501608371735,0.8838649839162827
REYNOLDS CONSUMER PRODUCTS INC,4.0,0.53,0.62,transcripts_by_company/Reynolds_Consumer_Products_Inc_2022Q4.txt,0.25728124380111694,0.7427187561988831
TERNIUM SA,3.0,0.99,0.63,transcripts_by_company/Terumo_Corporation_2017Q3.txt,0.22071751952171326,0.7792824804782867
DIGITAL REALTY TRUST INC,4.0,0.36,0.45,transcripts_by_company/Digital_Realty_Trust_Inc_2012Q4.txt,0.21527999639511108,0.7847200036048889
KINDRED HEALTHCARE INC,2.0,0.33,0.33,transcripts_by_company/Kindred_Healthcare_Inc_2008Q2.txt,0.4129314720630646,0.5870685279369354
NATIONAL CINEMEDIA INC,1.0,-0.05,0.01,transcripts_by_company/National_CineMedia_2014Q1.txt,0.1585865169763565,0.8414134830236435
KADANT INC,4.0,0.59,0.63,transcripts_by_company/Kadant_Inc_2011Q4.txt,0.2193380445241928,0.7806619554758072
BIOGEN IDEC INC,2.0,5.04,5.18,transcripts_by_company/Biogen_Inc_2017Q2.txt,0.20651856064796448,0.7934814393520355
DYNAMIC MATERIALS CORP,2.0,0.29,0.17,transcripts_by_company/Dynamic_Materials_Corporation_2011Q2.txt,0.22792935371398926,0.7720706462860107
BIONTECH SE,2.0,6.45,7.55,transcripts_by_company/BioNTech_SE_2022Q2.txt,0.13300780951976776,0.8669921904802322
FORTUNE BRANDS HOME & SECURITY I,1.0,0.81,0.71,transcripts_by_company/Fortune_Brands_Home_and_Security_Inc_2020Q1.txt,0.14243420958518982,0.8575657904148102
GALMED PHARMACEUTICALS LTD,2.0,-0.33,-0.34,transcripts_by_company/Galmed_Pharmaceuticals_Ltd_2021Q2.txt,0.2819286286830902,0.7180713713169098
TEEKAY CORP,3.0,0.04,0.21,transcripts_by_company/Teekay_Offshore_Partners_LP_2015Q3.txt,0.13117638230323792,0.8688236176967621
OREXIGEN THERAPEUTICS INC,1.0,-0.21,-0.34,transcripts_by_company/Orexigen_Therapeutics_Inc_2013Q1.txt,0.15695585310459137,0.8430441468954086
PERKINELMER INC,1.0,0.34,0.35,transcripts_by_company/PerkinElmer_2011Q1.txt,0.04413623362779617,0.9558637663722038
BANK OF COMMERCE HOLDINGS,1.0,0.21,0.25,transcripts_by_company/Canadian_Imperial_Bank_of_Commerce_2019Q1.txt,0.11439500004053116,0.8856049999594688
HNI CORP,2.0,0.42,0.71,transcripts_by_company/HNI_Corporation_2017Q2.txt,0.05512157827615738,0.9448784217238426
DESPEGAR.COM CORP,1.0,0.24,0.21,transcripts_by_company/DespegarcomCorp_2018Q1.txt,0.0895092710852623,0.9104907289147377
RESIDEO TECHNOLOGIES INC,4.0,0.49,0.6,transcripts_by_company/Resideo_Technologies_Inc_2022Q4.txt,0.17113271355628967,0.8288672864437103
IEC ELECTRONICS CORP,3.0,0.07,0.14,transcripts_by_company/IEC_Electronics_Corp_2017Q3.txt,0.3447418212890625,0.6552581787109375
CBS CORP,2.0,1.04,1.06,transcripts_by_company/CBS_Corporation_2017Q2.txt,0.18908283114433289,0.8109171688556671
FAIRFAX FINANCIAL HOLDINGS LTD,3.0,46.73,9.35,transcripts_by_company/Fairfax_Financial_Holdings_Ltd_2011Q3.txt,0.2207096368074417,0.7792903631925583
PARK-OHIO HOLDINGS CORP,3.0,0.33,0.41,transcripts_by_company/Park-Ohio_Holdings_Corp_2006Q3.txt,0.19670601189136505,0.803293988108635
FLEXSHOPPER INC,4.0,0.0,0.09,transcripts_by_company/FlexShopper_Inc_2021Q4.txt,0.15674395859241486,0.8432560414075851
WHIRLPOOL CORP,4.0,1.24,1.14,transcripts_by_company/Whirlpool_Corporation_2009Q4.txt,0.10557074844837189,0.8944292515516281
AMERICAN DENTAL PARTNERS INC,2.0,0.28,0.31,transcripts_by_company/American_Dental_Partners_Inc_2011Q2.txt,0.21766114234924316,0.7823388576507568
LEGG MASON INC,3.0,1.23,1.33,transcripts_by_company/Legg_Mason_2007Q3.txt,0.12204410135746002,0.87795589864254
MELLON FINANCIAL CORP,1.0,0.58,0.58,transcripts_by_company/Mellon_Financial_Corporation_2007Q1.txt,0.19702473282814026,0.8029752671718597
TETRA TECH INC,1.0,1.17,1.08,transcripts_by_company/Terra_Tech_Corp_2023Q1.txt,0.2543964385986328,0.7456035614013672
CYBERARK SOFTWARE LTD,4.0,0.41,0.27,transcripts_by_company/CyberArk_2016Q4.txt,0.01954617351293564,0.9804538264870644
REVANCE THERAPEUTICS INC,4.0,-1.14,-0.95,transcripts_by_company/Revance_Therapeutics_Inc_2017Q4.txt,0.20290003716945648,0.7970999628305435
REGIONS FINANCIAL CORP,2.0,0.21,0.21,transcripts_by_company/Regions_Financial_Corporation_2014Q2.txt,0.15753011405467987,0.8424698859453201
MCDONALD'S CORP,4.0,0.87,0.82,transcripts_by_company/McDonalds_Corporation_2008Q4.txt,0.09602261334657669,0.9039773866534233
KIRBY CORP,2.0,1.04,1.27,transcripts_by_company/Kirby_Corporation_2015Q2.txt,0.1000053659081459,0.8999946340918541
STMICROELECTRONICS NV,2.0,0.14,0.17,transcripts_by_company/STMicroelectronics_NV_2011Q2.txt,0.21560755372047424,0.7843924462795258
VENTAS INC,3.0,0.07,0.41,transcripts_by_company/Ventas_Inc_2015Q3.txt,0.32807934284210205,0.671920657157898
ADVANCIS PHARMACEUTICAL CORP,1.0,-0.25,-0.28,transcripts_by_company/Advancis_Pharmaceutical_Corp_2006Q1.txt,0.18961623311042786,0.8103837668895721
