eps_name,quarter,actual_eps,forecast_eps,filepath
PRA,2006Q1,0.84,0.74,/Users/vazea/Desktop/NNW/transcripts_by_company/PROASSURANCE_CORP_2006Q1.txt
EQIX,2003Q3,-2.12,-2.15,/Users/vazea/Desktop/NNW/transcripts_by_company/EQUINIX_INC_2003Q3.txt
BG,2009Q1,-1.76,0.65,/Users/vazea/Desktop/NNW/transcripts_by_company/BUNGE_LTD_2009Q1.txt
SMTX,2003Q3,0.05,-0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/SMTC_CORPORATION_2003Q3.txt
SAFE,2020Q1,0.36,0.39,/Users/vazea/Desktop/NNW/transcripts_by_company/SAFEHOLD_INC_2020Q1.txt
BMBL,2022Q4,-0.85,0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/BUMBLE_INC_2022Q4.txt
CSL,2010Q1,0.37,0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/CARLISLE_COMPANIES_INC_2010Q1.txt
SALM,2003Q1,-0.09,-0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/SALEM_MEDIA_GROUP_INC_2003Q1.txt
ICLR,2012Q4,0.34,0.98,/Users/vazea/Desktop/NNW/transcripts_by_company/ICON_PLC_2012Q4.txt
FCS,2009Q4,0.23,-0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/FAIRCHILD_SEMICONDUCTOR_INTL_INC_2009Q4.txt
SWIM,2023Q3,0.11,0.13,/Users/vazea/Desktop/NNW/transcripts_by_company/LATHAM_GROUP_INC_2023Q3.txt
NVMI,2004Q1,0.01,0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/NOVA_LTD_2004Q1.txt
EXAS,2010Q4,-0.08,-0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/EXACT_SCIENCES_CORP_2010Q4.txt
PEG,2020Q2,0.79,0.63,/Users/vazea/Desktop/NNW/transcripts_by_company/PUBLIC_SERVICE_ENTERPRISE_GROUP_2020Q2.txt
MIK,2018Q3,0.45,0.42,/Users/vazea/Desktop/NNW/transcripts_by_company/MICHAELS_COMPANIES_INC_2018Q3.txt
FRED,2013Q1,0.28,0.27,/Users/vazea/Desktop/NNW/transcripts_by_company/FREDS_INC_2013Q1.txt
MDRX,2018Q3,0.18,0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/VERADIGM_INC_2018Q3.txt
BAC,2014Q3,-0.03,-0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/BANK_OF_AMERICA_CORP_2014Q3.txt
ASYS,2012Q4,-1.23,-1.44,/Users/vazea/Desktop/NNW/transcripts_by_company/AMTECH_SYSTEMS_INC_2012Q4.txt
ESE,2004Q1,0.54,0.53,/Users/vazea/Desktop/NNW/transcripts_by_company/ESCO_TECHNOLOGIES_INC_2004Q1.txt
BIOD,2014Q1,-0.12,-0.24,/Users/vazea/Desktop/NNW/transcripts_by_company/BIODEL_INC_2014Q1.txt
PHG,2021Q3,0.471,0.62,/Users/vazea/Desktop/NNW/transcripts_by_company/KONINKLIJKE_PHILIPS_NV_2021Q3.txt
MTSI,2014Q4,0.35,1.22,/Users/vazea/Desktop/NNW/transcripts_by_company/MACOM_TECHNOLOGY_SOLUTIONS_HOLDI_2014Q4.txt
BHC,2023Q2,0.82,0.73,/Users/vazea/Desktop/NNW/transcripts_by_company/BAUSCH_HEALTH_COMPANIES_INC_2023Q2.txt
UPLD,2019Q4,0.67,2.45,/Users/vazea/Desktop/NNW/transcripts_by_company/UPLAND_SOFTWARE_INC_2019Q4.txt
HUBG,2022Q4,2.42,10.58,/Users/vazea/Desktop/NNW/transcripts_by_company/HUB_GROUP_INC_2022Q4.txt
POR,2013Q4,0.59,1.75,/Users/vazea/Desktop/NNW/transcripts_by_company/PORTLAND_GENERAL_ELECTRIC_CO_2013Q4.txt
CDLX,2022Q3,-0.5,-0.54,/Users/vazea/Desktop/NNW/transcripts_by_company/CARDLYTICS_INC_2022Q3.txt
GLOB,2022Q4,1.4,5.07,/Users/vazea/Desktop/NNW/transcripts_by_company/GLOBANT_SA_2022Q4.txt
KEYW,2016Q4,-0.08,0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/KEYW_HOLDING_CORP_2016Q4.txt
CARR,2021Q4,0.44,2.2,/Users/vazea/Desktop/NNW/transcripts_by_company/CARRIER_GLOBAL_CORP_2021Q4.txt
AMSC,2014Q3,-0.09,-0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/AMERICAN_SUPERCONDUCTOR_CORP_2014Q3.txt
RBA,2011Q3,0.06,0.15,/Users/vazea/Desktop/NNW/transcripts_by_company/RITCHIE_BROS_AUCTIONEERS_INC_2011Q3.txt
DGICA,2015Q1,0.23,0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/DONEGAL_GROUP_INC_2015Q1.txt
SIX,2023Q2,0.25,0.84,/Users/vazea/Desktop/NNW/transcripts_by_company/SIX_FLAGS_ENTERTAINMENT_CORP_DE_2023Q2.txt
VTRS,2021Q4,0.8,3.7,/Users/vazea/Desktop/NNW/transcripts_by_company/VIATRIS_INC_2021Q4.txt
EE,2015Q1,0.09,0.15,/Users/vazea/Desktop/NNW/transcripts_by_company/EL_PASO_ELEC_CO_2015Q1.txt
CMS,2002Q1,0.57,0.7,/Users/vazea/Desktop/NNW/transcripts_by_company/CMS_ENERGY_CORP_2002Q1.txt
OUT,2019Q3,0.34,0.37,/Users/vazea/Desktop/NNW/transcripts_by_company/OUTFRONT_MEDIA_INC_2019Q3.txt
XXIA,2011Q3,0.16,0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/IXIA_INC_2011Q3.txt
GPRO,2019Q2,0.03,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/GOPRO_INC_2019Q2.txt
SDBT,2011Q4,0.06,-0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/SOUNDBITE_COMMUNICATIONS_INC_2011Q4.txt
LRCX,2017Q4,3.11,9.86,/Users/vazea/Desktop/NNW/transcripts_by_company/LAM_RESEARCH_CORP_2017Q4.txt
TWST,2023Q3,-0.78,-1.12,/Users/vazea/Desktop/NNW/transcripts_by_company/TWIST_BIOSCIENCE_CORP_2023Q3.txt
MAT,2017Q2,-0.14,-0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/MATTEL_INC_2017Q2.txt
MCDTA,2006Q2,0.03,0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/MCDATA_CORP_2006Q2.txt
ETRN,2022Q3,0.09,0.11,/Users/vazea/Desktop/NNW/transcripts_by_company/EQUITRANS_MIDSTREAM_CORP_2022Q3.txt
AAWW,2010Q4,1.58,5.5,/Users/vazea/Desktop/NNW/transcripts_by_company/ATLAS_AIR_WORLDWIDE_HOLDINGS_INC_2010Q4.txt
AUTO,2021Q1,0.02,-0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/AUTOWEB_INC_2021Q1.txt
RDWR,2005Q3,0.08,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/RADWARE_LTD_2005Q3.txt
ENOC,2016Q2,0.0,-0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/ENERNOC_INC_2016Q2.txt
DAVA,2020Q2,30.0,21.5,/Users/vazea/Desktop/NNW/transcripts_by_company/ENDAVA_PLC_2020Q2.txt
BHE,2022Q4,0.6,2.11,/Users/vazea/Desktop/NNW/transcripts_by_company/BENCHMARK_ELECTRONICS_INC_2022Q4.txt
DOYU,2021Q4,-0.29,-1.04,/Users/vazea/Desktop/NNW/transcripts_by_company/DOUYU_INTERNATIONAL_HOLDINGS_LTD_2021Q4.txt
VIAC,2020Q4,1.04,4.26,/Users/vazea/Desktop/NNW/transcripts_by_company/PARAMOUNT_GLOBAL_2020Q4.txt
MBRX,2005Q1,-0.35,-0.34,/Users/vazea/Desktop/NNW/transcripts_by_company/METABASIS_THERAPEUTICS_INC_2005Q1.txt
ARC,2011Q2,0.0,-0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/AMERICAN_REPROGRAPHICS_CO_2011Q2.txt
NTNX,2022Q1,-0.22,-0.35,/Users/vazea/Desktop/NNW/transcripts_by_company/NUTANIX_INC_2022Q1.txt
BBGI,2022Q3,0.02,-0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/BEASLEY_BROADCAST_GROUP_INC_2022Q3.txt
COVR,2012Q1,-0.05,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/COVERALL_TECHNOLOGIES_INCORPORA_2012Q1.txt
HURN,2009Q3,-3.16,0.3,/Users/vazea/Desktop/NNW/transcripts_by_company/HURON_CONSULTING_GROUP_INC_2009Q3.txt
NI,2011Q4,0.32,1.35,/Users/vazea/Desktop/NNW/transcripts_by_company/NISOURCE_INC_2011Q4.txt
FRPT,2019Q3,0.08,0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/FRESHPET_INC_2019Q3.txt
STRP,2016Q3,-0.15,-0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/STRAIGHT_PATH_COMMUNICATIONS_INC_2016Q3.txt
DXCM,2008Q4,-0.45,-1.88,/Users/vazea/Desktop/NNW/transcripts_by_company/DEXCOM_INC_2008Q4.txt
EGOV,2014Q4,0.12,0.61,/Users/vazea/Desktop/NNW/transcripts_by_company/NIC_INC_2014Q4.txt
HCSG,2022Q2,0.09,0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/HEALTHCARE_SERVICES_GROUP_INC_2022Q2.txt
BMO,2006Q4,1.17,4.44,/Users/vazea/Desktop/NNW/transcripts_by_company/BANK_OF_MONTREAL_2006Q4.txt
WYNN,2006Q1,0.01,0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/WYNN_RESORTS_LTD_2006Q1.txt
FDO,2002Q1,0.29,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/FAMILY_DOLLAR_STORES_INC_2002Q1.txt
FLWS,2016Q2,0.92,0.9,/Users/vazea/Desktop/NNW/transcripts_by_company/1800FLOWERSCOM_INC_2016Q2.txt
ON,2022Q3,1.45,1.31,/Users/vazea/Desktop/NNW/transcripts_by_company/ON_SEMICONDUCTOR_CORP_2022Q3.txt
BBGI,2008Q1,0.05,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/BEASLEY_BROADCAST_GROUP_INC_2008Q1.txt
BOH,2005Q1,0.83,0.78,/Users/vazea/Desktop/NNW/transcripts_by_company/BANK_OF_HAWAII_CORP_2005Q1.txt
FMI,2017Q2,-1.24,-1.11,/Users/vazea/Desktop/NNW/transcripts_by_company/FOUNDATION_MEDICINE_INC_2017Q2.txt
CAG,2013Q1,0.44,0.35,/Users/vazea/Desktop/NNW/transcripts_by_company/CONAGRA_BRANDS_INC_2013Q1.txt
DO,2016Q3,0.1,0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/DIAMOND_OFFSHORE_DRILLING_INC_2016Q3.txt
PCBC,2009Q4,-0.56,-9.48,/Users/vazea/Desktop/NNW/transcripts_by_company/PACIFIC_CAPITAL_BANCORP_2009Q4.txt
WCRX,2011Q4,0.95,3.77,/Users/vazea/Desktop/NNW/transcripts_by_company/WARNER_CHILCOTT_PLC_2011Q4.txt
BXC,2011Q2,-0.2,-0.16,/Users/vazea/Desktop/NNW/transcripts_by_company/BLUELINX_HOLDINGS_INC_2011Q2.txt
HRTH,2020Q4,0.13,-0.61,/Users/vazea/Desktop/NNW/transcripts_by_company/HARTE_HANKS_INC_2020Q4.txt
SPR,2020Q4,-1.31,-5.3,/Users/vazea/Desktop/NNW/transcripts_by_company/SPIRIT_AEROSYSTEMS_HOLDINGS_INC_2020Q4.txt
ATEN,2023Q1,0.13,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/A10_NETWORKS_INC_2023Q1.txt
JOUT,2015Q4,0.12,0.88,/Users/vazea/Desktop/NNW/transcripts_by_company/JOHNSON_OUTDOORS_INC_2015Q4.txt
HUD,2020Q1,-0.28,-0.19,/Users/vazea/Desktop/NNW/transcripts_by_company/HUDSON_LTD_2020Q1.txt
EWBC,2008Q3,-0.56,0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/EAST_WEST_BANCORP_INC_2008Q3.txt
JELD,2019Q1,0.23,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/JELDWEN_HOLDING_INC_2019Q1.txt
EGAN,2021Q3,0.05,0.0,/Users/vazea/Desktop/NNW/transcripts_by_company/EGAIN_CORP_2021Q3.txt
UNIS,2013Q1,-0.16,-0.17,/Users/vazea/Desktop/NNW/transcripts_by_company/UNILIFE_CORP_2013Q1.txt
OXM,2004Q2,,,/Users/vazea/Desktop/NNW/transcripts_by_company/OXFORD_INDUSTRIES_INC_2004Q2.txt
XRAY,2020Q2,-0.18,-0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/DENTSPLY_SIRONA_INC_2020Q2.txt
EXPE,2022Q1,-0.47,-0.51,/Users/vazea/Desktop/NNW/transcripts_by_company/EXPEDIA_GROUP_INC_2022Q1.txt
ODP,2018Q2,0.05,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/OFFICE_DEPOT_INC_2018Q2.txt
HRB,2014Q4,3.24,1.63,/Users/vazea/Desktop/NNW/transcripts_by_company/H_R_BLOCK_INC_2014Q4.txt
CTLT,2019Q1,0.28,0.28,/Users/vazea/Desktop/NNW/transcripts_by_company/CATALENT_INC_2019Q1.txt
NCR,2021Q1,0.51,0.47,/Users/vazea/Desktop/NNW/transcripts_by_company/NCR_VOYIX_CORP_2021Q1.txt
APRI,2014Q3,-0.08,-0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/APRICUS_BIOSCIENCES_INC_2014Q3.txt
UEIC,2020Q2,0.89,0.85,/Users/vazea/Desktop/NNW/transcripts_by_company/UNIVERSAL_ELECTRONICS_INC_2020Q2.txt
SVVS,2008Q2,-0.14,-0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/SAVVIS_INC_2008Q2.txt
PACR,2011Q4,0.07,0.35,/Users/vazea/Desktop/NNW/transcripts_by_company/PACER_INTERNATIONAL_INC_2011Q4.txt
BNFT,2016Q4,-0.09,-0.77,/Users/vazea/Desktop/NNW/transcripts_by_company/BENEFITFOCUS_INC_2016Q4.txt
OVTI,2011Q2,0.58,0.52,/Users/vazea/Desktop/NNW/transcripts_by_company/OMNIVISION_TECHNOLOGIES_INC_2011Q2.txt
WW,2020Q4,0.39,1.68,/Users/vazea/Desktop/NNW/transcripts_by_company/WW_INTERNATIONAL_INC_2020Q4.txt
MNRO,2012Q1,0.48,0.46,/Users/vazea/Desktop/NNW/transcripts_by_company/MONRO_INC_2012Q1.txt
AMRX,2018Q3,0.28,0.28,/Users/vazea/Desktop/NNW/transcripts_by_company/AMNEAL_PHARMACEUTICALS_INC_2018Q3.txt
RTN,2019Q2,2.92,2.65,/Users/vazea/Desktop/NNW/transcripts_by_company/RAYTHEON_CO_2019Q2.txt
LPLA,2019Q1,1.93,1.62,/Users/vazea/Desktop/NNW/transcripts_by_company/LPL_FINANCIAL_HOLDINGS_INC_2019Q1.txt
PFS,2022Q4,0.66,2.31,/Users/vazea/Desktop/NNW/transcripts_by_company/PROVIDENT_FINANCIAL_SERVICES_INC_2022Q4.txt
LAZ,2005Q4,0.57,1.64,/Users/vazea/Desktop/NNW/transcripts_by_company/LAZARD_LTD_2005Q4.txt
JEC,2018Q3,1.35,1.2,/Users/vazea/Desktop/NNW/transcripts_by_company/JACOBS_ENGINEERING_GROUP_INC_2018Q3.txt
ISRG,2019Q2,3.25,2.86,/Users/vazea/Desktop/NNW/transcripts_by_company/INTUITIVE_SURGICAL_INC_2019Q2.txt
WBC,2014Q4,1.38,5.5,/Users/vazea/Desktop/NNW/transcripts_by_company/WABCO_HOLDINGS_INC_2014Q4.txt
DK,2008Q3,0.47,0.27,/Users/vazea/Desktop/NNW/transcripts_by_company/DELEK_US_HOLDINGS_INC_2008Q3.txt
IMI,2017Q1,-0.08,-0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/INTERMOLECULAR_INC_2017Q1.txt
TGAN,2024Q1,-0.08,-0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/TRANSPHORM_TECHNOLOGY_INC_2024Q1.txt
SWX,2023Q1,1.69,1.7,/Users/vazea/Desktop/NNW/transcripts_by_company/SOUTHWEST_GAS_HOLDINGS_INC_2023Q1.txt
EMR,2013Q1,0.62,0.63,/Users/vazea/Desktop/NNW/transcripts_by_company/EMERSON_ELECTRIC_CO_2013Q1.txt
IDC,2008Q4,0.42,1.39,/Users/vazea/Desktop/NNW/transcripts_by_company/INTERACTIVE_DATA_CORP_2008Q4.txt
TRGP,2019Q3,-0.62,-0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/TARGA_RESOURCES_CORP_2019Q3.txt
JOY,2012Q2,2.04,1.95,/Users/vazea/Desktop/NNW/transcripts_by_company/JOY_GLOBAL_INC_2012Q2.txt
RECN,2004Q2,0.19,0.17,/Users/vazea/Desktop/NNW/transcripts_by_company/RESOURCES_CONNECTION_INC_2004Q2.txt
MGNX,2021Q2,-0.66,-0.71,/Users/vazea/Desktop/NNW/transcripts_by_company/MACROGENICS_INC_2021Q2.txt
EVR,2014Q3,0.71,0.75,/Users/vazea/Desktop/NNW/transcripts_by_company/EVERCORE_INC_2014Q3.txt
CHEF,2022Q4,0.48,1.5,/Users/vazea/Desktop/NNW/transcripts_by_company/CHEFS_WAREHOUSE_INC_2022Q4.txt
BFAM,2021Q2,0.49,0.34,/Users/vazea/Desktop/NNW/transcripts_by_company/BRIGHT_HORIZONS_FAMILY_SOLUTIONS_2021Q2.txt
BSX,2010Q3,0.12,0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/BOSTON_SCIENTIFIC_CORP_2010Q3.txt
ABT,2019Q3,0.84,0.84,/Users/vazea/Desktop/NNW/transcripts_by_company/ABBOTT_LABORATORIES_2019Q3.txt
BDX,2013Q3,1.54,1.48,/Users/vazea/Desktop/NNW/transcripts_by_company/BECTON_DICKINSON_AND_CO_2013Q3.txt
INT,2010Q3,0.6,0.55,/Users/vazea/Desktop/NNW/transcripts_by_company/WORLD_KINECT_CORP_2010Q3.txt
LEAP,2006Q3,0.16,-0.19,/Users/vazea/Desktop/NNW/transcripts_by_company/LEAP_WIRELESS_INTERNATIONAL_INC_2006Q3.txt
KFRC,2010Q2,0.13,0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/KFORCE_INC_2010Q2.txt
STZ,2012Q2,0.77,0.66,/Users/vazea/Desktop/NNW/transcripts_by_company/CONSTELLATION_BRANDS_INC_2012Q2.txt
OXY,2007Q1,0.98,0.9,/Users/vazea/Desktop/NNW/transcripts_by_company/OCCIDENTAL_PETROLEUM_CORP_2007Q1.txt
SCG,2008Q3,0.8,0.83,/Users/vazea/Desktop/NNW/transcripts_by_company/SCANA_CORP_2008Q3.txt
DD,2011Q1,1.52,1.36,/Users/vazea/Desktop/NNW/transcripts_by_company/E_I_DU_PONT_DE_NEMOURS_AND_CO_2011Q1.txt
ESLT,2011Q2,0.9,1.08,/Users/vazea/Desktop/NNW/transcripts_by_company/ELBIT_SYSTEMS_LTD_2011Q2.txt
LNG,2023Q2,5.61,2.88,/Users/vazea/Desktop/NNW/transcripts_by_company/CHENIERE_ENERGY_INC_2023Q2.txt
HUD,2019Q4,0.08,0.6,/Users/vazea/Desktop/NNW/transcripts_by_company/HUDSON_LTD_2019Q4.txt
ARES,2015Q1,0.35,0.4,/Users/vazea/Desktop/NNW/transcripts_by_company/ARES_MANAGEMENT_LP_2015Q1.txt
WNC,2020Q2,0.0,-0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/WABASH_NATIONAL_CORP_2020Q2.txt
GPK,2016Q1,0.2,0.19,/Users/vazea/Desktop/NNW/transcripts_by_company/GRAPHIC_PACKAGING_HOLDING_CO_2016Q1.txt
QMCI,2020Q4,0.0,-0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/QUOTEMEDIA_INC_2020Q4.txt
AXE,2003Q3,0.31,0.3,/Users/vazea/Desktop/NNW/transcripts_by_company/ANIXTER_INTERNATIONAL_INC_2003Q3.txt
LAVA,2008Q2,0.15,0.11,/Users/vazea/Desktop/NNW/transcripts_by_company/MAGMA_DESIGN_AUTOMATION_2008Q2.txt
TRVN,2021Q2,-0.09,-0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/TREVENA_INC_2021Q2.txt
CURO,2022Q3,-0.29,0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/CURO_GROUP_HOLDINGS_CORP_2022Q3.txt
TTOO,2015Q4,-0.56,-2.26,/Users/vazea/Desktop/NNW/transcripts_by_company/T2_BIOSYSTEMS_INC_2015Q4.txt
CLDX,2013Q4,-0.27,-1.04,/Users/vazea/Desktop/NNW/transcripts_by_company/CELLDEX_THERAPEUTICS_INC_2013Q4.txt
VOCS,2011Q1,0.17,0.15,/Users/vazea/Desktop/NNW/transcripts_by_company/VOCUS_INC_2011Q1.txt
CIEN,2021Q3,0.92,0.79,/Users/vazea/Desktop/NNW/transcripts_by_company/CIENA_CORP_2021Q3.txt
AMN,2021Q1,1.7,1.38,/Users/vazea/Desktop/NNW/transcripts_by_company/AMN_HEALTHCARE_SERVICES_INC_2021Q1.txt
ROP,2009Q3,0.63,0.64,/Users/vazea/Desktop/NNW/transcripts_by_company/ROPER_TECHNOLOGIES_INC_2009Q3.txt
ETR,2007Q1,1.02,1.05,/Users/vazea/Desktop/NNW/transcripts_by_company/ENTERGY_CORP_2007Q1.txt
DVD,2012Q4,-0.07,0.19,/Users/vazea/Desktop/NNW/transcripts_by_company/DOVER_MOTORSPORTS_INC_2012Q4.txt
RBC,2018Q3,1.67,1.61,/Users/vazea/Desktop/NNW/transcripts_by_company/REGAL_REXNORD_CORP_2018Q3.txt
UB,2008Q2,0.94,0.96,/Users/vazea/Desktop/NNW/transcripts_by_company/UNIONBANCAL_CORPORATION_2008Q2.txt
ALOY,2007Q4,-0.05,0.22,/Users/vazea/Desktop/NNW/transcripts_by_company/ALLOY_INC_2007Q4.txt
SUM,2016Q1,-0.42,-0.47,/Users/vazea/Desktop/NNW/transcripts_by_company/SUMMIT_MATERIALS_INC_2016Q1.txt
BWEN,2018Q4,-0.31,-1.01,/Users/vazea/Desktop/NNW/transcripts_by_company/BROADWIND_INC_2018Q4.txt
WDAY,2017Q4,0.07,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/WORKDAY_INC_2017Q4.txt
ADBE,2017Q1,0.94,0.87,/Users/vazea/Desktop/NNW/transcripts_by_company/ADOBE_INC_2017Q1.txt
BRC,2007Q4,0.48,2.1,/Users/vazea/Desktop/NNW/transcripts_by_company/BRADY_CORP_2007Q4.txt
PRTH,2023Q2,-0.16,-0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/PRIORITY_TECHNOLOGY_HOLDINGS_INC_2023Q2.txt
CNK,2019Q2,0.86,0.83,/Users/vazea/Desktop/NNW/transcripts_by_company/CINEMARK_HOLDINGS_INC_2019Q2.txt
BIOS,2006Q3,-0.09,-0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/BIOSCRIP_INC_2006Q3.txt
HWCC,2016Q2,-0.04,0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/HOUSTON_WIRE_CABLE_CO_2016Q2.txt
AXE,2012Q3,1.41,1.44,/Users/vazea/Desktop/NNW/transcripts_by_company/ANIXTER_INTERNATIONAL_INC_2012Q3.txt
NXTM,2010Q4,-0.13,-0.67,/Users/vazea/Desktop/NNW/transcripts_by_company/NXSTAGE_MEDICAL_INC_2010Q4.txt
ABG,2004Q2,0.47,0.5,/Users/vazea/Desktop/NNW/transcripts_by_company/ASBURY_AUTOMOTIVE_GROUP_INC_2004Q2.txt
ICL,2018Q1,0.08,0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/ICL_GROUP_LTD_2018Q1.txt
TSN,2017Q1,1.59,1.22,/Users/vazea/Desktop/NNW/transcripts_by_company/TYSON_FOODS_INC_2017Q1.txt
WRK,2016Q4,0.71,5.1,/Users/vazea/Desktop/NNW/transcripts_by_company/WESTROCK_CO_2016Q4.txt
ARGX,2017Q4,-0.41,-1.21,/Users/vazea/Desktop/NNW/transcripts_by_company/ARGENX_SE_2017Q4.txt
X,2012Q1,0.67,0.41,/Users/vazea/Desktop/NNW/transcripts_by_company/UNITED_STATES_STEEL_CORP_2012Q1.txt
OXFD,2016Q4,-0.22,-1.16,/Users/vazea/Desktop/NNW/transcripts_by_company/OXFORD_IMMUNOTEC_GLOBAL_PLC_2016Q4.txt
KOP,2010Q4,0.38,2.32,/Users/vazea/Desktop/NNW/transcripts_by_company/KOPPERS_HOLDINGS_INC_2010Q4.txt
MCD,2011Q4,1.33,5.23,/Users/vazea/Desktop/NNW/transcripts_by_company/MCDONALDS_CORP_2011Q4.txt
KO,2023Q1,0.68,0.65,/Users/vazea/Desktop/NNW/transcripts_by_company/COCACOLA_CO_2023Q1.txt
ALSN,2022Q4,1.52,5.26,/Users/vazea/Desktop/NNW/transcripts_by_company/ALLISON_TRANSMISSION_HOLDINGS_IN_2022Q4.txt
TRP,2014Q1,0.6,0.59,/Users/vazea/Desktop/NNW/transcripts_by_company/TC_ENERGY_CORP_2014Q1.txt
HSKA,2017Q3,0.4,0.41,/Users/vazea/Desktop/NNW/transcripts_by_company/HESKA_CORP_2017Q3.txt
TSCO,2009Q2,1.5,1.25,/Users/vazea/Desktop/NNW/transcripts_by_company/TRACTOR_SUPPLY_CO_2009Q2.txt
PAYX,2018Q4,0.61,2.55,/Users/vazea/Desktop/NNW/transcripts_by_company/PAYCHEX_INC_2018Q4.txt
GILD,2018Q3,1.84,1.59,/Users/vazea/Desktop/NNW/transcripts_by_company/GILEAD_SCIENCES_INC_2018Q3.txt
ECOR,2020Q2,-0.13,-0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/ELECTROCORE_INC_2020Q2.txt
SPH,2004Q1,0.71,0.93,/Users/vazea/Desktop/NNW/transcripts_by_company/SUBURBAN_PROPANE_PARTNERS_LP_2004Q1.txt
ITW,2018Q4,1.83,7.6,/Users/vazea/Desktop/NNW/transcripts_by_company/ILLINOIS_TOOL_WORKS_INC_2018Q4.txt
XNPT,2012Q4,-0.38,-1.35,/Users/vazea/Desktop/NNW/transcripts_by_company/XENOPORT_INC_2012Q4.txt
ABC,2014Q1,0.8,0.79,/Users/vazea/Desktop/NNW/transcripts_by_company/CENCORA_INC_2014Q1.txt
CSCO,2010Q4,0.43,1.59,/Users/vazea/Desktop/NNW/transcripts_by_company/CISCO_SYSTEMS_INC_2010Q4.txt
ARLP,2017Q4,0.55,3.0,/Users/vazea/Desktop/NNW/transcripts_by_company/ALLIANCE_RESOURCE_PARTNERS_LP_2017Q4.txt
CBOU,2008Q2,-0.13,-0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/CARIBOU_COFFEE_CO_INC_2008Q2.txt
RELI,2022Q2,-0.1,-0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/RELIANCE_GLOBAL_GROUP_INC_2022Q2.txt
CTSH,2006Q3,0.4,0.38,/Users/vazea/Desktop/NNW/transcripts_by_company/COGNIZANT_TECHNOLOGY_SOLUTIONS_C_2006Q3.txt
FISV,2008Q3,0.81,0.83,/Users/vazea/Desktop/NNW/transcripts_by_company/FISERV_INC_2008Q3.txt
BKFS,2016Q2,0.29,0.28,/Users/vazea/Desktop/NNW/transcripts_by_company/BLACK_KNIGHT_FINANCIAL_SERVICES_2016Q2.txt
DOV,2006Q4,0.76,2.9,/Users/vazea/Desktop/NNW/transcripts_by_company/DOVER_CORP_2006Q4.txt
HPE,2016Q3,0.49,0.45,/Users/vazea/Desktop/NNW/transcripts_by_company/HEWLETT_PACKARD_ENTERPRISE_CO_2016Q3.txt
