ticker,period,eps_actual,eps_forecast,transcript_path,cosine,nnw
PALM HARBOR HOMES INC,1.0,-0.19,0.19,transcripts_by_company/Palm_Harbor_Homes_Inc_2007Q1.txt,0.3582778871059418,0.6417221128940582
LEAPFROG ENTERPRISES INC,3.0,-0.46,0.02,transcripts_by_company/LeapFrog_Enterprises_Inc_2015Q3.txt,0.1372765749692917,0.8627234250307083
TENARIS SA,1.0,0.81,0.82,transcripts_by_company/Tenaris_2007Q1.txt,0.22009465098381042,0.7799053490161896
INNERWORKINGS INC,4.0,0.01,0.18,transcripts_by_company/InnerWorkings_Inc_2008Q4.txt,0.3075781464576721,0.6924218535423279
MINERVA NEUROSCIENCES INC,3.0,-0.24,-0.28,transcripts_by_company/Minerva_SA_2016Q3.txt,0.1594182848930359,0.8405817151069641
CONTAINER STORE GROUP INC,3.0,0.54,0.27,transcripts_by_company/The_Container_Store_Group_Inc_2021Q3.txt,0.2182215005159378,0.7817784994840622
MAIDEN HOLDINGS LTD,1.0,0.29,0.3,transcripts_by_company/Maiden_Holdings_Ltd_2013Q1.txt,0.2878779172897339,0.7121220827102661
ARCH CHEMICALS INC,3.0,0.25,0.15,transcripts_by_company/Arch_Chemicals_Inc_2004Q3.txt,0.30261772871017456,0.6973822712898254
HARTE-HANKS COMMUNICATIONS,2.0,0.13,0.18,transcripts_by_company/Harte-Hanks_Inc_2012Q2.txt,0.3406105637550354,0.6593894362449646
MERCURY COMPUTER SYSTEMS,2.0,0.2,0.29,transcripts_by_company/Mercury_Computer_Systems_2003Q2.txt,0.33849531412124634,0.6615046858787537
REPLIGEN CORP,1.0,0.17,0.17,transcripts_by_company/Repligen_Corporation_2018Q1.txt,0.36481040716171265,0.6351895928382874
OMNIVISION TECHNOLOGIES INC,3.0,0.07,0.03,transcripts_by_company/Omnivision_2002Q3.txt,0.3198907971382141,0.6801092028617859
ONCOCYTE CORP,1.0,-0.05,-0.08,transcripts_by_company/OncoCyte_Corporation_2021Q1.txt,0.26330024003982544,0.7366997599601746
